Hour,Country Name,Operator Name,Attempts,Answered,A-Release %,NER,ASR,ConV Time (Min),ACT (Sec),CST (Sec)
24-10-2021 21:00,UAE,UAE-Etisalat-ARETC,732,337,18.98%,96.86%,46.04%,"1,346",240,3.48
24-10-2021 20:00,Yemen,Yemen-Mtn-YEMSP,432,69,6.57%,98.61%,15.97%,"1,323","1,151",6.01
24-10-2021 18:00,Bangladesh,Bangladesh-Grameen-BGDGP,844,256,9.13%,96.33%,30.33%,"1,146",268,3.14
24-10-2021 22:00,Yemen,Yemen-Mtn-YEMSP,195,49,5.95%,96.92%,25.13%,"1,089","1,334",7.28
24-10-2021 19:00,Yemen,Yemen-Mtn-YEMSP,302,49,5.76%,99.67%,16.23%,"1,078","1,321",6.21
24-10-2021 17:00,Yemen,Yemen-Mtn-YEMSP,222,71,7.50%,97.30%,31.98%,"1,013",856,6.92
24-10-2021 17:00,Bangladesh,Bangladesh-Grameen-BGDGP,645,221,12.93%,98.76%,34.26%,"1,011",274,3.01
24-10-2021 22:00,UAE,UAE-Etisalat-ARETC,603,235,16.13%,98.84%,38.97%,997,255,3.74
24-10-2021 21:00,Yemen,Yemen-Sabafon-YEMSA,183,43,8.98%,95.63%,23.50%,890,"1,242",10.16
24-10-2021 13:00,Egypt,Egypt-Mobinil-EGYAR,686,230,1.90%,96.36%,33.53%,847,221,3.51
24-10-2021 16:00,Egypt,Egypt-Mobinil-EGYAR,704,233,2.02%,97.87%,33.10%,820,211,3.6
24-10-2021 20:00,Yemen,Yemen-Sabafon-YEMSA,267,43,6.58%,98.13%,16.10%,803,"1,121",9.42
24-10-2021 18:00,Egypt,Egypt-Mobinil-EGYAR,521,178,1.78%,97.31%,34.17%,798,269,3.53
24-10-2021 23:00,UAE,UAE-Etisalat-ARETC,350,147,17.24%,96.86%,42.00%,788,322,3.4
24-10-2021 13:00,Egypt,Egypt-Vodafone-EGYMS,503,191,1.44%,97.61%,37.97%,736,231,3.83
24-10-2021 15:00,Bangladesh,Bangladesh-Grameen-BGDGP,550,164,8.23%,97.82%,29.82%,732,268,2.76
24-10-2021 15:00,Egypt,Egypt-Mobinil-EGYAR,558,207,2.71%,96.77%,37.10%,729,211,3.71
24-10-2021 14:00,Egypt,Egypt-Mobinil-EGYAR,569,194,3.43%,97.54%,34.09%,716,222,3.67
24-10-2021 17:00,Egypt,Egypt-Vodafone-EGYMS,495,180,2.27%,99.19%,36.36%,713,238,3.86
24-10-2021 18:00,Yemen,Yemen-Mtn-YEMSP,257,53,3.69%,98.83%,20.62%,712,806,7.3
24-10-2021 16:00,Bangladesh,Bangladesh-Grameen-BGDGP,606,187,9.42%,98.51%,30.86%,709,227,2.94
24-10-2021 16:00,Egypt,Egypt-Vodafone-EGYMS,525,212,1.28%,97.90%,40.38%,676,191,3.64
24-10-2021 13:00,Bangladesh,Bangladesh-Grameen-BGDGP,819,212,7.62%,98.53%,25.89%,675,191,3.07
24-10-2021 13:00,India,India-Idea,364,137,11.20%,96.98%,37.64%,672,294,3.42
24-10-2021 22:00,Egypt,Egypt-Mobinil-EGYAR,314,124,1.09%,97.45%,39.49%,667,323,3.71
24-10-2021 17:00,Egypt,Egypt-Mobinil-EGYAR,535,184,1.32%,97.94%,34.39%,663,216,3.62
24-10-2021 19:00,Bangladesh,Bangladesh-Grameen-BGDGP,613,138,8.69%,96.08%,22.51%,662,288,3.44
24-10-2021 18:00,Egypt,Egypt-Vodafone-EGYMS,519,180,1.50%,99.23%,34.68%,655,218,3.75
24-10-2021 19:00,India,India-Idea,354,129,10.00%,98.02%,36.44%,653,304,3.19
24-10-2021 14:00,Yemen,Yemen-Mtn-YEMSP,199,47,2.66%,97.99%,23.62%,645,823,5.84
24-10-2021 19:00,Egypt,Egypt-Mobinil-EGYAR,428,154,1.60%,97.66%,35.98%,625,244,3.67
24-10-2021 21:00,Egypt,Egypt-Mobinil-EGYAR,416,147,1.42%,99.04%,35.34%,618,252,3.61
24-10-2021 14:00,Bangladesh,Bangladesh-Grameen-BGDGP,540,171,8.92%,97.96%,31.67%,612,215,2.85
24-10-2021 20:00,Egypt,Egypt-Mobinil-EGYAR,500,149,1.94%,97.80%,29.80%,602,242,3.62
24-10-2021 15:00,Yemen,Yemen-Mtn-YEMSP,170,47,5.16%,98.82%,27.65%,601,768,6.97
24-10-2021 15:00,India,India-Idea,334,131,7.90%,98.50%,39.22%,584,267,3.8
24-10-2021 14:00,Egypt,Egypt-Vodafone-EGYMS,560,199,1.90%,98.57%,35.54%,581,175,3.54
24-10-2021 22:00,Yemen,Yemen-Sabafon-YEMSA,120,21,5.31%,96.67%,17.50%,563,"1,607",9.11
24-10-2021 13:00,Yemen,Yemen-Mtn-YEMSP,164,37,3.85%,98.17%,22.56%,559,907,7.46
24-10-2021 19:00,Egypt,Egypt-Vodafone-EGYMS,489,166,1.64%,98.36%,33.95%,552,200,3.86
24-10-2021 18:00,India,India-Idea,342,122,12.12%,98.83%,35.67%,551,271,3.54
24-10-2021 23:00,Yemen,Yemen-Mtn-YEMSP,121,28,4.35%,98.35%,23.14%,549,"1,176",7.59
24-10-2021 16:00,Bahrain,Bahrain-Batelco-BHRBT,499,206,0.60%,99.60%,41.28%,538,157,5.45
24-10-2021 21:00,Bahrain,Bahrain-Batelco-BHRBT,360,161,,98.33%,44.72%,535,199,5.32
24-10-2021 21:00,Egypt,Egypt-Vodafone-EGYMS,370,147,2.10%,99.19%,39.73%,518,211,4.03
24-10-2021 23:00,Yemen,Yemen-Sabafon-YEMSA,68,15,7.46%,94.12%,22.06%,501,"2,005",8.56
24-10-2021 22:00,Egypt,Egypt-Vodafone-EGYMS,265,116,0.43%,97.36%,43.77%,501,259,3.53
24-10-2021 20:00,Egypt,Egypt-Vodafone-EGYMS,420,135,2.49%,97.62%,32.14%,496,220,3.82
24-10-2021 13:00,Jordan,Jordan-Orange-JORMC,328,124,1.31%,97.87%,37.80%,494,239,3.51
24-10-2021 17:00,Jordan,Jordan-Orange-JORMC,265,101,1.28%,90.57%,38.11%,486,288,3.34
24-10-2021 16:00,India,India-Idea,388,126,8.20%,96.39%,32.47%,477,227,3.37
24-10-2021 19:00,Yemen,Yemen-Sabafon-YEMSA,261,36,3.56%,97.70%,13.79%,472,787,9.67
24-10-2021 16:00,Jordan,Jordan-Orange-JORMC,321,122,1.64%,96.57%,38.01%,465,229,3.44
24-10-2021 18:00,Bahrain,Bahrain-Batelco-BHRBT,445,205,1.35%,98.20%,46.07%,459,134,5.81
24-10-2021 17:00,Bahrain,Bahrain-Batelco-BHRBT,479,213,0.84%,98.75%,44.47%,458,129,5.42
24-10-2021 14:00,Bahrain,Bahrain-Batelco-BHRBT,432,214,1.16%,97.45%,49.54%,455,128,5.27
24-10-2021 23:00,Egypt,Egypt-Mobinil-EGYAR,203,65,1.23%,99.51%,32.02%,451,416,3.3
24-10-2021 13:00,Bahrain,Bahrain-Batelco-BHRBT,485,205,1.25%,98.97%,42.27%,444,130,5.54
24-10-2021 15:00,Bahrain,Bahrain-Batelco-BHRBT,373,188,1.08%,98.12%,50.40%,443,141,5.11
24-10-2021 15:00,Egypt,Egypt-Vodafone-EGYMS,437,175,2.61%,98.40%,40.05%,442,151,3.81
24-10-2021 17:00,India,India-Idea,345,115,9.52%,97.68%,33.33%,415,217,3.58
24-10-2021 14:00,India,India-Idea,341,114,10.18%,98.83%,33.43%,398,210,3.74
24-10-2021 16:00,Yemen,Yemen-Mtn-YEMSP,221,59,7.88%,94.57%,26.70%,387,393,7.32
24-10-2021 20:00,Bahrain,Bahrain-Batelco-BHRBT,402,183,0.50%,99.25%,45.52%,385,126,5.33
24-10-2021 23:00,Egypt,Egypt-Vodafone-EGYMS,168,75,1.34%,99.40%,44.64%,379,303,3.38
24-10-2021 14:00,Jordan,Jordan-Orange-JORMC,243,109,1.31%,99.59%,44.86%,378,208,3.67
24-10-2021 20:00,Bangladesh,Bangladesh-Grameen-BGDGP,439,94,8.24%,97.04%,21.41%,365,233,3.27
24-10-2021 14:00,Yemen,Yemen-Sabafon-YEMSA,157,26,4.51%,97.45%,16.56%,338,780,9.94
24-10-2021 15:00,Jordan,Jordan-Zain-JORFL,181,64,,92.27%,35.36%,337,316,2.78
24-10-2021 21:00,Bangladesh,Bangladesh-Grameen-BGDGP,367,47,3.61%,97.28%,12.81%,334,426,2.41
24-10-2021 21:00,India,India-Idea,161,35,9.43%,97.52%,21.74%,309,530,3.4
24-10-2021 13:00,Jordan,Jordan-Zain-JORFL,217,89,1.02%,98.62%,41.01%,305,206,3.14
24-10-2021 13:00,Yemen,Yemen-Sabafon-YEMSA,207,30,3.11%,93.24%,14.49%,303,605,9.07
24-10-2021 15:00,Jordan,Jordan-Orange-JORMC,265,98,3.28%,97.74%,36.98%,300,184,3.49
24-10-2021 21:00,Sudan,Sudan-Mtn-SDNBT,95,31,10.87%,91.58%,32.63%,294,569,7
24-10-2021 19:00,Bahrain,Bahrain-Batelco-BHRBT,418,178,0.72%,99.04%,42.58%,292,98,5.55
24-10-2021 21:00,Jordan,Jordan-Orange-JORMC,188,60,1.20%,96.81%,31.91%,287,287,3.56
24-10-2021 16:00,Jordan,Jordan-Zain-JORFL,201,87,1.17%,91.54%,43.28%,281,193,3.05
24-10-2021 19:00,Jordan,Jordan-Orange-JORMC,207,64,0.57%,91.79%,30.92%,273,256,3.52
24-10-2021 18:00,Jordan,Jordan-Orange-JORMC,270,85,1.65%,95.19%,31.48%,272,192,3.42
24-10-2021 22:00,Sudan,Sudan-Mtn-SDNBT,78,27,15.15%,89.74%,34.62%,270,601,6.26
24-10-2021 22:00,Bahrain,Bahrain-Batelco-BHRBT,257,110,,99.22%,42.80%,262,143,5.49
24-10-2021 20:00,India,India-Idea,221,65,9.86%,100.00%,29.41%,258,238,3.66
24-10-2021 17:00,Sudan,Sudan-Mtn-SDNBT,90,42,13.92%,97.78%,46.67%,257,367,5.97
24-10-2021 19:00,Sudan,Sudan-Mtn-SDNBT,116,42,17.31%,93.10%,36.21%,255,364,6.25
24-10-2021 16:00,India,India-Tata,117,40,6.96%,99.15%,34.19%,255,382,3.95
24-10-2021 17:00,Yemen,Yemen-Sabafon-YEMSA,182,31,2.37%,98.90%,17.03%,253,490,10.49
24-10-2021 15:00,United Kingdom,UK-T-Mobile-GBRME,126,57,,90.48%,45.24%,249,262,3.27
24-10-2021 16:00,Bahrain,Bahrain-Zain-BHRMV,166,77,2.42%,100.00%,46.39%,249,194,5.11
24-10-2021 20:00,Jordan,Jordan-Orange-JORMC,171,60,1.91%,97.08%,35.09%,249,249,3.93
24-10-2021 14:00,Jordan,Jordan-Zain-JORFL,210,96,2.04%,98.57%,45.71%,238,149,3.53
24-10-2021 23:00,Sudan,Sudan-Mtn-SDNBT,48,15,9.30%,97.92%,31.25%,225,902,5.72
24-10-2021 18:00,Jordan,Jordan-Zain-JORFL,146,56,2.31%,99.32%,38.36%,214,229,2.99
24-10-2021 15:00,Yemen,Yemen-Sabafon-YEMSA,140,13,4.17%,95.71%,9.29%,213,985,8.43
24-10-2021 18:00,Yemen,Yemen-Sabafon-YEMSA,219,23,1.28%,89.04%,10.50%,213,556,7.22
24-10-2021 17:00,United Kingdom,UK-T-Mobile-GBRME,93,47,,89.25%,50.54%,206,263,3.55
24-10-2021 13:00,Bangladesh,Bangladesh-Banglalink-BGDBL,191,57,8.95%,98.95%,29.84%,204,215,3.22
24-10-2021 19:00,Bangladesh,Bangladesh-Banglalink-BGDBL,211,31,4.78%,96.68%,14.69%,202,390,2.8
24-10-2021 21:00,Jordan,Jordan-Zain-JORFL,126,57,4.13%,100.00%,45.24%,201,212,3.58
24-10-2021 23:00,United Kingdom,UK-T-Mobile-GBRME,31,18,,87.10%,58.06%,200,668,2.96
24-10-2021 16:00,United Kingdom,UK-T-Mobile-GBRME,142,53,,83.10%,37.32%,196,222,3.26
24-10-2021 14:00,Sudan,Sudan-Mtn-SDNBT,132,38,9.48%,99.24%,28.79%,194,307,6.92
24-10-2021 15:00,Sudan,Sudan-Mtn-SDNBT,106,35,13.95%,98.11%,33.02%,194,333,6.21
24-10-2021 19:00,United Kingdom,UK-T-Mobile-GBRME,77,28,4.41%,93.51%,36.36%,189,406,3.27
24-10-2021 18:00,Bangladesh,Bangladesh-Banglalink-BGDBL,277,46,5.05%,98.19%,16.61%,184,241,2.83
24-10-2021 17:00,Jordan,Jordan-Zain-JORFL,127,51,1.72%,99.21%,40.16%,183,215,3
24-10-2021 13:00,India,India-Tata,139,51,10.45%,98.56%,36.69%,179,211,3.4
24-10-2021 19:00,India,India-Tata,140,41,8.63%,99.29%,29.29%,178,261,3.35
24-10-2021 18:00,India,India-Tata,209,46,2.02%,96.65%,22.01%,175,229,3.68
24-10-2021 20:00,Jordan,Jordan-Zain-JORFL,122,53,1.77%,98.36%,43.44%,175,198,2.98
24-10-2021 16:00,Bangladesh,Bangladesh-Banglalink-BGDBL,270,51,4.46%,98.89%,18.89%,174,205,2.47
24-10-2021 16:00,Sudan,Sudan-Mtn-SDNBT,102,36,13.04%,95.10%,35.29%,170,284,6.61
24-10-2021 17:00,India,India-Tata,123,33,5.88%,99.19%,26.83%,169,307,3.77
24-10-2021 15:00,India,India-Tata,120,39,5.04%,98.33%,32.50%,165,254,3.5
24-10-2021 19:00,Jordan,Jordan-Zain-JORFL,109,48,3.77%,95.41%,44.04%,165,206,3.17
24-10-2021 13:00,United Kingdom,UK-T-Mobile-GBRME,131,56,,87.02%,42.75%,164,176,3.26
24-10-2021 13:00,Bahrain,Bahrain-Zain-BHRMV,127,56,0.79%,99.21%,44.09%,161,173,4.92
24-10-2021 22:00,Jordan,Jordan-Zain-JORFL,82,26,4.11%,96.34%,31.71%,161,372,3.59
24-10-2021 21:00,Spain,Spain-Orange-ESPRT,16,10,6.25%,100.00%,62.50%,160,960,3.62
24-10-2021 20:00,India,India-Tata,110,29,5.56%,100.00%,26.36%,157,326,3.31
24-10-2021 13:00,France,France-Orange-FRAF1,65,36,,98.46%,55.38%,156,261,3.12
24-10-2021 22:00,Jordan,Jordan-Orange-JORMC,150,52,2.92%,94.67%,34.67%,156,181,3.41
24-10-2021 13:00,India,India-Unitech,81,20,5.00%,97.53%,24.69%,156,469,3.17
24-10-2021 23:00,Bahrain,Bahrain-Batelco-BHRBT,154,65,0.65%,95.45%,42.21%,156,144,6.15
24-10-2021 18:00,India,India-Bpl,83,37,12.05%,100.00%,44.58%,153,249,3.59
24-10-2021 16:00,India,India-Bpl,59,30,10.17%,100.00%,50.85%,153,305,3.41
24-10-2021 18:00,Sudan,Sudan-Mtn-SDNBT,126,41,15.18%,96.83%,32.54%,151,221,6.7
24-10-2021 15:00,Jordan,Jordan-Umniah-JORUM,37,18,3.13%,94.59%,48.65%,150,500,3.04
24-10-2021 21:00,India,India-Tata,98,19,1.04%,100.00%,19.39%,147,466,3.53
24-10-2021 20:00,Sudan,Sudan-Mtn-SDNBT,107,36,15.15%,94.39%,33.64%,142,237,7.62
24-10-2021 23:00,Jordan,Jordan-Orange-JORMC,92,42,6.02%,95.65%,45.65%,139,198,3.39
24-10-2021 17:00,Bangladesh,Bangladesh-Banglalink-BGDBL,301,59,7.02%,98.67%,19.60%,139,141,2.93
24-10-2021 20:00,United Kingdom,UK-T-Mobile-GBRME,73,22,,73.97%,30.14%,137,373,2.88
24-10-2021 20:00,India,India-Unitech,76,9,1.33%,100.00%,11.84%,137,911,4.57
24-10-2021 14:00,Bangladesh,Bangladesh-Banglalink-BGDBL,181,53,11.67%,98.34%,29.28%,137,155,2.61
24-10-2021 13:00,Sudan,Sudan-Mtn-SDNBT,125,48,7.56%,98.40%,38.40%,134,167,6.44
24-10-2021 17:00,Bahrain,Bahrain-Zain-BHRMV,140,65,1.46%,100.00%,46.43%,134,123,5.22
24-10-2021 13:00,Jordan,Jordan-Umniah-JORUM,51,26,6.67%,92.16%,50.98%,133,307,3.04
24-10-2021 16:00,France,France-Orange-FRAF1,93,41,,97.85%,44.09%,129,189,3.19
24-10-2021 18:00,United Kingdom,UK-T-Mobile-GBRME,78,33,,93.59%,42.31%,125,228,3.48
24-10-2021 17:00,India,India-Vodafone,50,22,16.67%,98.00%,44.00%,123,336,3.02
24-10-2021 20:00,India,India-Aircel,29,11,14.29%,96.55%,37.93%,122,668,3.74
24-10-2021 14:00,India,India-Tata,107,39,7.48%,100.00%,36.45%,122,188,3.45
24-10-2021 14:00,Bahrain,Bahrain-Zain-BHRMV,117,50,0.87%,100.00%,42.74%,122,146,5.4
24-10-2021 18:00,United Kingdom,UK-Vodafone-GBRVF,18,7,,100.00%,38.89%,121,"1,039",4.15
24-10-2021 19:00,India,India-Bpl,77,17,2.67%,98.70%,22.08%,119,421,3.18
24-10-2021 13:00,India,India-Bpl,53,21,14.29%,98.11%,39.62%,119,339,3.51
24-10-2021 18:00,India,India-Unitech,95,26,5.43%,97.89%,27.37%,119,274,3.43
24-10-2021 19:00,Bahrain,Bahrain-Zain-BHRMV,130,59,0.79%,99.23%,45.38%,118,120,4.88
24-10-2021 19:00,India,India-Unitech,108,24,3.70%,100.00%,22.22%,116,289,3.1
24-10-2021 13:00,Switzerland,Switzerland-Swisscom-CHEC1,17,14,,94.12%,82.35%,116,495,4.17
24-10-2021 14:00,United Kingdom,UK-T-Mobile-GBRME,100,45,,92.00%,45.00%,115,153,3.31
24-10-2021 20:00,Bahrain,Bahrain-Zain-BHRMV,104,37,0.97%,98.08%,35.58%,110,179,5.32
24-10-2021 21:00,United Kingdom,UK-T-Mobile-GBRME,60,22,,78.33%,36.67%,109,299,3.61
24-10-2021 23:00,Bangladesh,Bangladesh-Grameen-BGDGP,210,20,3.33%,95.24%,9.52%,109,328,2.25
24-10-2021 14:00,France,France-Orange-FRAF1,77,50,1.32%,98.70%,64.94%,109,131,3.02
24-10-2021 18:00,India,India-Vodafone,58,18,10.34%,98.28%,31.03%,109,363,3.95
24-10-2021 15:00,Bangladesh,Bangladesh-Banglalink-BGDBL,225,45,4.00%,99.11%,20.00%,108,144,2.33
24-10-2021 23:00,India,India-Idea,87,8,3.49%,97.70%,9.20%,105,790,4.56
24-10-2021 23:00,Spain,Spain-Orange-ESPRT,9,7,,88.89%,77.78%,103,884,3.82
24-10-2021 13:00,Spain,Spain-Vodafone-ESPAT,5,3,,100.00%,60.00%,101,"2,026",3.86
24-10-2021 16:00,Germany,Germany-T-Mobile-DEUD1,42,20,,100.00%,47.62%,97,290,6.45
24-10-2021 17:00,Jordan,Jordan-Umniah-JORUM,42,24,,100.00%,57.14%,97,241,3.59
24-10-2021 23:00,Bangladesh,Bangladesh-Banglalink-BGDBL,82,12,,97.56%,14.63%,95,474,1.82
24-10-2021 13:00,Italy,Italy-Wind-ITAWI,76,45,1.33%,100.00%,59.21%,95,126,4.43
24-10-2021 16:00,India,India-Unitech,47,18,6.38%,100.00%,38.30%,95,316,3.63
24-10-2021 22:00,India,India-Tata,45,12,4.44%,97.78%,26.67%,94,471,4.35
24-10-2021 18:00,Bahrain,Bahrain-Zain-BHRMV,167,71,5.00%,100.00%,42.51%,94,79,4.89
24-10-2021 22:00,United Kingdom,UK-T-Mobile-GBRME,45,26,2.50%,75.56%,57.78%,92,213,3.33
24-10-2021 16:00,Yemen,Yemen-Sabafon-YEMSA,167,19,3.55%,95.81%,11.38%,92,290,8.61
24-10-2021 20:00,Italy,Italy-Wind-ITAWI,48,32,,100.00%,66.67%,91,171,4.13
24-10-2021 21:00,USA/Canada,Canada-Bell-Mobility-CANBM,12,6,,100.00%,50.00%,88,883,3.75
24-10-2021 14:00,India,India-Aircel,34,15,15.15%,100.00%,44.12%,88,353,3.72
24-10-2021 18:00,USA/Canada,Canada-Bell-Mobility-CANBM,27,8,3.85%,100.00%,29.63%,88,660,4.4
24-10-2021 23:00,United Kingdom,UK-Vodafone-GBRVF,11,4,,81.82%,36.36%,88,"1,313",4.03
24-10-2021 17:00,India,India-Unitech,67,14,7.69%,100.00%,20.90%,86,369,3.28
24-10-2021 20:00,Jordan,Jordan-Umniah-JORUM,36,16,,97.22%,44.44%,85,319,3.24
24-10-2021 15:00,India,India-Bpl,67,22,15.63%,100.00%,32.84%,85,232,4.19
24-10-2021 19:00,India,India-Aircel,35,21,9.09%,94.29%,60.00%,83,237,3.52
24-10-2021 17:00,India,India-Bpl,70,28,13.04%,97.14%,40.00%,83,177,3.55
24-10-2021 15:00,Bahrain,Bahrain-Zain-BHRMV,107,52,1.90%,98.13%,48.60%,82,94,5.37
24-10-2021 14:00,Jordan,Jordan-Umniah-JORUM,37,20,5.41%,97.30%,54.05%,81,243,4.14
24-10-2021 20:00,Bangladesh,Bangladesh-Banglalink-BGDBL,155,20,3.25%,94.19%,12.90%,81,243,2.33
24-10-2021 15:00,United Kingdom,UK-Telefonica-GBRCN,12,9,,100.00%,75.00%,80,533,3.6
24-10-2021 22:00,Netherlands,Netherlands-T-Mobile-NLDPN,12,9,8.33%,100.00%,75.00%,79,527,3.54
24-10-2021 21:00,France,France-Orange-FRAF1,54,31,1.89%,96.30%,57.41%,79,153,3.46
24-10-2021 14:00,Italy,Italy-Wind-ITAWI,55,24,,98.18%,43.64%,79,197,4.89
24-10-2021 19:00,United Kingdom,UK-H3G-GBRHU,24,8,,91.67%,33.33%,78,582,5.02
24-10-2021 20:00,France,France-Orange-FRAF1,64,33,1.56%,100.00%,51.56%,77,141,3.03
24-10-2021 19:00,Spain,Spain-Orange-ESPRT,18,9,,100.00%,50.00%,76,507,3.89
24-10-2021 22:00,USA/Canada,USA-ATT-Cingular-USACG,40,15,2.56%,92.50%,37.50%,75,301,4.84
24-10-2021 16:00,Italy,Italy-Wind-ITAWI,56,33,1.82%,100.00%,58.93%,75,136,4.44
24-10-2021 23:00,USA/Canada,Canada-Bell-Mobility-CANBM,19,7,5.88%,100.00%,36.84%,74,638,4.27
24-10-2021 21:00,USA/Canada,USA-ATT-Cingular-USACG,43,11,,86.05%,25.58%,73,397,4.68
24-10-2021 21:00,Bahrain,Bahrain-Zain-BHRMV,95,33,,100.00%,34.74%,72,132,5.12
24-10-2021 23:00,United Kingdom,UK-H3G-GBRHU,11,5,,100.00%,45.45%,72,864,5.94
24-10-2021 17:00,France,France-Orange-FRAF1,76,43,1.33%,100.00%,56.58%,72,100,3.56
24-10-2021 19:00,USA/Canada,Canada-Bell-Mobility-CANBM,22,8,10.00%,100.00%,36.36%,70,528,4.44
24-10-2021 13:00,India,India-Vodafone,41,17,14.63%,97.56%,41.46%,70,248,3.69
24-10-2021 14:00,USA/Canada,USA-T-Mobile-USAW6,25,14,,100.00%,56.00%,70,300,4.67
24-10-2021 17:00,UAE,UAE-Du-AREDU,36,17,12.90%,97.22%,47.22%,70,246,2.38
24-10-2021 18:00,USA/Canada,USA-ATT-Cingular-USACG,54,14,,94.44%,25.93%,69,297,4.35
24-10-2021 16:00,USA/Canada,USA-ATT-Cingular-USACG,73,23,,100.00%,31.51%,69,181,4.46
24-10-2021 20:00,Switzerland,Switzerland-Swisscom-CHEC1,8,5,,100.00%,62.50%,69,823,5.08
24-10-2021 21:00,UAE,UAE-Du-AREDU,19,7,,100.00%,36.84%,68,585,2.12
24-10-2021 16:00,Jordan,Jordan-Umniah-JORUM,43,22,,95.35%,51.16%,68,186,4.12
24-10-2021 14:00,India,India-Bpl,83,29,13.41%,100.00%,34.94%,67,139,3.86
24-10-2021 14:00,Pakistan,Pakistan-Ufone-PAKUF,182,28,0.68%,95.05%,15.38%,66,140,2.65
24-10-2021 18:00,France,France-Orange-FRAF1,67,29,,98.51%,43.28%,65,135,2.98
24-10-2021 23:00,Qatar,Qatar-Qtel-QATQT,20,11,,100.00%,55.00%,65,353,5.29
24-10-2021 15:00,Turkey,Turkey-TurkCell-TURTC,71,25,1.45%,98.59%,35.21%,65,155,5.02
24-10-2021 21:00,Jordan,Jordan-Umniah-JORUM,24,11,4.35%,95.83%,45.83%,64,351,3.82
24-10-2021 19:00,United Kingdom,UK-Vodafone-GBRVF,30,17,,76.67%,56.67%,64,225,3.62
24-10-2021 17:00,Italy,Italy-Wind-ITAWI,46,33,2.22%,100.00%,71.74%,63,115,4.36
24-10-2021 15:00,Italy,Italy-Wind-ITAWI,53,29,1.92%,100.00%,54.72%,63,131,4.37
24-10-2021 16:00,Turkey,Turkey-TurkCell-TURTC,72,19,1.47%,97.22%,26.39%,63,199,4.52
24-10-2021 21:00,Italy,Italy-Wind-ITAWI,24,13,,100.00%,54.17%,63,289,4.11
24-10-2021 17:00,Pakistan,Pakistan-Waridtel-PAKWA,4,2,,75.00%,50.00%,62,"1,863",15.09
24-10-2021 23:00,France,France-Orange-FRAF1,32,15,,93.75%,46.88%,62,247,2.97
24-10-2021 13:00,Turkey,Turkey-TurkCell-TURTC,91,29,,96.70%,31.87%,62,128,4.42
24-10-2021 20:00,USA/Canada,USA-ATT-Cingular-USACG,36,16,,100.00%,44.44%,62,232,4.49
24-10-2021 15:00,Pakistan,Pakistan-Ufone-PAKUF,164,20,,98.78%,12.20%,60,180,3.62
24-10-2021 20:00,France,France-SFR-FRAF2,9,3,,100.00%,33.33%,60,"1,191",2.75
