Hour,Country Name,Operator Name,Attempts,Answered,A-Release %,NER,ASR,ConV Time (Min),ACT (Sec),CST (Sec)
27-10-2021 10:00,Pakistan,Pakistan-Mobilink-PAKMK,101,16,,99.01%,15.84%,29,110,4.64
27-10-2021 12:00,Spain,Spain-Orange-ESPRT,31,16,,100.00%,51.61%,29,109,4.36
27-10-2021 12:00,United Kingdom,UK-Vodafone-GBRVF,59,23,2.17%,62.71%,38.98%,28,74,2.36
27-10-2021 09:00,Oman,Oman-Nawras-OMNNT,8,4,,100.00%,50.00%,28,421,5.02
27-10-2021 12:00,Pakistan,Pakistan-Mobilink-PAKMK,79,23,1.27%,97.47%,29.11%,28,73,4.87
27-10-2021 01:00,Jordan,Jordan-Orange-JORMC,36,10,3.23%,100.00%,27.78%,28,167,3.31
27-10-2021 00:00,Jordan,Jordan-Zain-JORFL,23,8,,100.00%,34.78%,28,208,2.67
27-10-2021 04:00,Bangladesh,Bangladesh-Banglalink-BGDBL,65,12,9.23%,100.00%,18.46%,28,138,4.45
27-10-2021 00:00,France,France-Orange-FRAF1,16,10,,93.75%,62.50%,27,165,2.81
27-10-2021 04:00,India,India-Vodafone,15,5,,93.33%,33.33%,27,329,3.54
27-10-2021 01:00,Bahrain,Bahrain-Zain-BHRMV,24,6,,100.00%,25.00%,27,272,4.8
27-10-2021 03:00,United Kingdom,UK-T-Mobile-GBRME,21,5,6.25%,42.86%,23.81%,27,319,1.62
27-10-2021 00:00,Bahrain,Bahrain-Zain-BHRMV,36,11,,100.00%,30.56%,26,142,5.38
27-10-2021 07:00,Egypt,Egypt-Mobinil-EGYAR,93,18,,100.00%,19.35%,26,85,3.49
27-10-2021 10:00,Germany,Germany-T-Mobile-DEUD1,27,9,,96.30%,33.33%,26,170,6.75
27-10-2021 10:00,United Kingdom,UK-T-Mobile-GBRME,76,16,,82.89%,21.05%,25,96,2.91
27-10-2021 10:00,UAE,UAE-Du-AREDU,25,11,4.00%,100.00%,44.00%,25,138,2.54
27-10-2021 06:00,India,India-Bpl,22,7,9.09%,95.45%,31.82%,25,215,4.87
27-10-2021 05:00,Yemen,Yemen-Sabafon-YEMSA,28,2,4.35%,100.00%,7.14%,25,748,6.98
27-10-2021 10:00,Kuwait,Kuwait-Viva-KWTKT,28,14,,92.86%,50.00%,25,106,3.99
27-10-2021 12:00,France,France-SFR-FRAF2,17,11,,100.00%,64.71%,25,134,2.59
27-10-2021 12:00,Italy,Italy-Vodafone-ITAOM,15,11,21.43%,33.33%,73.33%,24,133,3.36
27-10-2021 11:00,Switzerland,Switzerland-Tdc-CHEDX,8,4,,75.00%,50.00%,24,362,3.54
27-10-2021 11:00,Sweden,Sweden-Tele2-SWEIQ,6,2,,100.00%,33.33%,24,715,3.93
27-10-2021 09:00,Pakistan,Pakistan-Ufone-PAKUF,122,16,,91.80%,13.11%,24,88,3.48
27-10-2021 00:00,Qatar,Qatar-Qtel-QATQT,23,7,,100.00%,30.43%,23,199,4.81
27-10-2021 07:00,USA/Canada,USA-ATT-Cingular-USACG,17,5,,100.00%,29.41%,23,277,4.98
27-10-2021 07:00,Oman,Oman-Nawras-OMNNT,7,1,,85.71%,14.29%,23,"1,379",3.22
27-10-2021 12:00,Lebanon,Lebanon-MTC-M1C2-LBNLC,30,12,,100.00%,40.00%,23,115,4.16
27-10-2021 03:00,France,France-Orange-FRAF1,8,4,,100.00%,50.00%,23,343,2.65
27-10-2021 12:00,Slovakia,Slovakia-Tmobile-SVKET,4,2,,50.00%,50.00%,23,684,3.07
27-10-2021 02:00,USA/Canada,USA-ATT-Cingular-USACG,33,11,,93.94%,33.33%,22,122,4.99
27-10-2021 06:00,Bahrain,Bahrain-Batelco-BHRBT,47,12,,97.87%,25.53%,22,112,4.86
27-10-2021 07:00,United Kingdom,UK-T-Mobile-GBRME,10,2,,50.00%,20.00%,22,667,1.79
27-10-2021 10:00,Netherlands,Netherlands-T-Mobile-NLDPN,19,9,,94.74%,47.37%,22,144,2.37
27-10-2021 07:00,India,India-Aircel,32,9,12.90%,93.75%,28.13%,21,142,4.18
27-10-2021 03:00,Sudan,Sudan-Mtn-SDNBT,3,2,33.33%,100.00%,66.67%,21,638,6.61
27-10-2021 05:00,Bahrain,Bahrain-Batelco-BHRBT,29,14,,100.00%,48.28%,21,91,5.99
27-10-2021 00:00,United Kingdom,UK-T-Mobile-GBRME,28,14,4.17%,82.14%,50.00%,21,90,2.78
27-10-2021 11:00,Lebanon,Lebanon-MTC-M1C2-LBNLC,33,8,,96.97%,24.24%,21,155,5.25
27-10-2021 11:00,Philippines,Philippines-Smart-PHLSR,48,6,,77.08%,12.50%,20,203,2.76
27-10-2021 07:00,Sudan,Sudan-Mtn-SDNBT,36,10,12.50%,100.00%,27.78%,20,121,4.24
27-10-2021 09:00,Turkey,Turkey-TurkCell-TURTC,61,12,,96.72%,19.67%,20,101,4.64
27-10-2021 02:00,Jordan,Jordan-Orange-JORMC,19,3,,100.00%,15.79%,20,400,3.97
27-10-2021 05:00,India,India-Aircel,27,7,4.00%,92.59%,25.93%,20,169,3.74
27-10-2021 12:00,United Kingdom,UK-Telefonica-GBRCN,16,5,,93.75%,31.25%,19,232,3.25
27-10-2021 01:00,Bangladesh,Bangladesh-Banglalink-BGDBL,24,5,4.17%,100.00%,20.83%,19,231,2.54
27-10-2021 10:00,France,France-Orange-FRAF1,33,10,,93.94%,30.30%,19,116,3.29
27-10-2021 12:00,Netherlands,Netherlands-T-Mobile-NLDPN,20,7,,100.00%,35.00%,19,164,2.06
27-10-2021 01:00,India,India-Idea,20,6,10.00%,95.00%,30.00%,19,190,3.97
27-10-2021 08:00,Bahrain,Bahrain-Zain-BHRMV,56,13,,100.00%,23.21%,19,87,5.4
27-10-2021 06:00,India,India-Aircel,18,7,11.76%,94.44%,38.89%,19,161,3.44
27-10-2021 01:00,United Kingdom,UK-T-Mobile-GBRME,23,11,,60.87%,47.83%,19,102,2.74
27-10-2021 07:00,India,India-Vodafone,30,15,13.33%,96.67%,50.00%,18,74,4.1
27-10-2021 09:00,Switzerland,Switzerland-Swisscom-CHEC1,10,4,,90.00%,40.00%,18,272,5.54
27-10-2021 11:00,Pakistan,Pakistan-Mobilink-PAKMK,92,20,,96.74%,21.74%,18,54,5.34
27-10-2021 02:00,Bangladesh,Bangladesh-Banglalink-BGDBL,35,5,5.71%,100.00%,14.29%,18,216,1.75
27-10-2021 07:00,Pakistan,Pakistan-Ufone-PAKUF,55,11,,94.55%,20.00%,18,98,3.27
27-10-2021 12:00,United Kingdom,UK-H3G-GBRHU,16,8,,93.75%,50.00%,18,133,3.83
27-10-2021 11:00,United Kingdom,UK-H3G-GBRHU,15,6,,100.00%,40.00%,17,174,4.38
27-10-2021 12:00,Kuwait,Kuwait-Wataniya-KWTNM,24,11,,100.00%,45.83%,17,95,4.79
27-10-2021 09:00,Oman,Oman-Omanmobile-OMNGT,16,9,,100.00%,56.25%,17,115,4.87
27-10-2021 12:00,Turkey,Turkey-Avea-TURIS,31,9,,100.00%,29.03%,17,114,3.92
27-10-2021 08:00,Qatar,Qatar-Qtel-QATQT,23,10,,100.00%,43.48%,17,102,4.27
27-10-2021 02:00,Germany,Germany-T-Mobile-DEUD1,3,1,,100.00%,33.33%,17,"1,004",6.34
27-10-2021 00:00,Ireland,Ireland-Meteor-IRLME,1,1,,100.00%,100.00%,17,994,5.76
27-10-2021 12:00,Kuwait,Kuwait-Viva-KWTKT,29,11,,100.00%,37.93%,17,90,4.43
27-10-2021 11:00,Kenya,Kenya-Safaricom-KENSA,49,16,13.04%,91.84%,32.65%,16,61,4.91
27-10-2021 12:00,Spain,Spain-Vodafone-ESPAT,17,8,,100.00%,47.06%,16,122,4.78
27-10-2021 11:00,Indonesia,Indonesia-Telkomsel-IDNTS,21,4,4.76%,100.00%,19.05%,16,244,5.16
27-10-2021 06:00,USA/Canada,USA-T-Mobile-USAW6,3,2,,100.00%,66.67%,16,485,4.79
27-10-2021 10:00,Pakistan,Pakistan-Waridtel-PAKWA,10,3,20.00%,100.00%,30.00%,16,320,8.1
27-10-2021 08:00,Indonesia,Indonesia-Indosat-IDNIM,2,1,,100.00%,50.00%,15,930,4.97
27-10-2021 12:00,Netherlands,Netherlands-KPN-NLDPT,10,5,,100.00%,50.00%,15,178,3.6
27-10-2021 01:00,Jordan,Jordan-Umniah-JORUM,8,5,12.50%,100.00%,62.50%,15,177,4.04
27-10-2021 01:00,Kuwait,Kuwait-Viva-KWTKT,4,2,,50.00%,50.00%,15,442,2.49
27-10-2021 01:00,Turkey,Turkey-TurkCell-TURTC,23,16,,100.00%,69.57%,15,55,4.85
27-10-2021 09:00,Italy,Italy-Wind-ITAWI,16,8,,93.75%,50.00%,15,109,4.55
27-10-2021 10:00,Morocco,Morocco-Iam-MARM1,41,6,4.00%,65.85%,14.63%,14,144,2.82
27-10-2021 10:00,Italy,Italy-Vodafone-ITAOM,12,5,8.33%,100.00%,41.67%,14,171,4.72
27-10-2021 00:00,United Kingdom,UK-Vodafone-GBRVF,9,1,,44.44%,11.11%,14,847,2.04
27-10-2021 00:00,Kenya,Kenya-Safaricom-KENSA,7,3,,100.00%,42.86%,14,280,3.75
27-10-2021 01:00,India,India-Tata,24,3,4.17%,95.83%,12.50%,14,278,3.8
27-10-2021 11:00,Netherlands,Netherlands-KPN-NLDPT,17,10,7.69%,100.00%,58.82%,14,83,3.13
27-10-2021 10:00,United Kingdom,UK-Telefonica-GBRCN,14,7,,100.00%,50.00%,13,116,3.89
27-10-2021 09:00,Pakistan,Pakistan-Mobilink-PAKMK,78,11,,97.44%,14.10%,13,73,5.09
27-10-2021 09:00,United Kingdom,UK-Vodafone-GBRVF,14,2,,100.00%,14.29%,13,403,3.3
27-10-2021 09:00,Kuwait,Kuwait-Wataniya-KWTNM,7,4,,100.00%,57.14%,13,201,6.04
27-10-2021 12:00,Australia / Cocos-Keeling Islands,Australia-Telstra-AUSTA,6,3,,100.00%,50.00%,13,267,10.44
27-10-2021 00:00,France,France-SFR-FRAF2,1,1,,100.00%,100.00%,13,799,5.92
27-10-2021 03:00,Qatar,Qatar-Qtel-QATQT,5,1,,100.00%,20.00%,13,792,3.24
27-10-2021 05:00,United Kingdom,UK-T-Mobile-GBRME,36,2,,11.11%,5.56%,13,394,0.77
27-10-2021 02:00,USA/Canada,Canada-Bell-Mobility-CANBM,2,2,,100.00%,100.00%,13,393,4.47
27-10-2021 09:00,Netherlands,Netherlands-KPN-NLDPT,6,4,,100.00%,66.67%,13,194,2.68
27-10-2021 07:00,Jordan,Jordan-Orange-JORMC,27,4,,100.00%,14.81%,13,194,3.77
27-10-2021 00:00,USA/Canada,USA-T-Mobile-USAW6,8,4,,100.00%,50.00%,13,192,7.48
27-10-2021 06:00,USA/Canada,USA-ATT-Cingular-USACG,11,4,10.00%,100.00%,36.36%,13,191,4.05
27-10-2021 11:00,USA/Canada,USA-T-Mobile-USAW6,27,7,,100.00%,25.93%,13,109,4.72
27-10-2021 00:00,Oman,Oman-Omanmobile-OMNGT,16,3,6.25%,93.75%,18.75%,13,253,4.44
27-10-2021 08:00,Maldive Is.,Maldives-Dhiraagu-MDV01,2,1,,100.00%,50.00%,12,748,2.13
27-10-2021 10:00,Bulgaria,Bulgaria-Globul-BGRCM,1,1,,100.00%,100.00%,12,747,2.51
27-10-2021 10:00,Kenya,Kenya-Safaricom-KENSA,39,12,5.88%,97.44%,30.77%,12,61,3.58
27-10-2021 05:00,India,India-Bpl,17,9,17.65%,100.00%,52.94%,12,81,5.48
27-10-2021 06:00,Jordan,Jordan-Orange-JORMC,36,8,2.78%,100.00%,22.22%,12,90,3.52
27-10-2021 00:00,Switzerland,Switzerland-Swisscom-CHEC1,6,3,20.00%,100.00%,50.00%,12,239,3.7
27-10-2021 07:00,Kuwait,Kuwait-Wataniya-KWTNM,8,6,14.29%,100.00%,75.00%,12,119,2.85
27-10-2021 02:00,India,India-Idea,20,7,21.05%,100.00%,35.00%,12,101,4.17
27-10-2021 03:00,Bahrain,Bahrain-Batelco-BHRBT,39,14,,100.00%,35.90%,12,51,4.55
27-10-2021 03:00,India,India-Idea,35,8,17.65%,94.29%,22.86%,12,88,4.68
27-10-2021 12:00,Kenya,Kenya-Safaricom-KENSA,58,11,4.00%,93.10%,18.97%,12,63,4.53
27-10-2021 10:00,United Kingdom,UK-Vodafone-GBRVF,28,6,5.00%,50.00%,21.43%,11,114,1.84
27-10-2021 01:00,USA/Canada,Canada-Bell-Mobility-CANBM,5,3,20.00%,100.00%,60.00%,11,227,5.33
27-10-2021 02:00,France,France-Orange-FRAF1,10,6,,90.00%,60.00%,11,113,3.38
27-10-2021 07:00,Qatar,Qatar-Qtel-QATQT,23,8,,100.00%,34.78%,11,84,4.69
27-10-2021 04:00,Qatar,Qatar-Qtel-QATQT,1,1,,100.00%,100.00%,11,673,4.84
27-10-2021 00:00,Turkey,Turkey-TurkCell-TURTC,19,9,,94.74%,47.37%,11,74,3.76
27-10-2021 11:00,Morocco,Morocco-Iam-MARM1,40,8,,90.00%,20.00%,11,79,4.06
27-10-2021 04:00,Yemen,Yemen-Sabafon-YEMSA,18,2,5.56%,100.00%,11.11%,11,316,4.78
27-10-2021 11:00,Kuwait,Kuwait-Wataniya-KWTNM,24,7,,100.00%,29.17%,10,90,4.73
27-10-2021 03:00,India,India-Aircel,8,1,12.50%,100.00%,12.50%,10,620,4.65
27-10-2021 10:00,Netherlands,Netherlands-KPN-NLDPT,10,5,,100.00%,50.00%,10,123,2.31
27-10-2021 00:00,Kuwait,Kuwait-Viva-KWTKT,9,1,,100.00%,11.11%,10,608,4.87
27-10-2021 12:00,Pakistan,Pakistan-Waridtel-PAKWA,13,2,,100.00%,15.38%,10,304,4.75
27-10-2021 12:00,Greece,Greece-Cosmote-GRCCO,17,4,,100.00%,23.53%,10,151,4.49
27-10-2021 01:00,Japan,Japan-Softbank-JPNJP,6,6,,100.00%,100.00%,10,100,5.56
27-10-2021 08:00,Slovakia,Slovakia-Tmobile-SVKET,3,1,,100.00%,33.33%,10,579,3.66
27-10-2021 00:00,Sudan,Sudan-Zain-SUDMO,3,2,50.00%,100.00%,66.67%,10,288,2.83
27-10-2021 07:00,Kenya,Kenya-Safaricom-KENSA,9,3,,100.00%,33.33%,10,192,3.06
27-10-2021 10:00,Sudan,Sudan-Sudatel-SDNTL,14,5,,85.71%,35.71%,9,114,3.48
27-10-2021 03:00,India,India-Tata,21,4,,90.48%,19.05%,9,139,5.03
27-10-2021 05:00,France,France-Orange-FRAF1,1,1,,100.00%,100.00%,9,552,1.75
27-10-2021 09:00,Morocco,Morocco-Orange-MARMT,13,4,,100.00%,30.77%,9,137,4.15
27-10-2021 10:00,France,France-SFR-FRAF2,4,4,,100.00%,100.00%,9,136,3.13
27-10-2021 08:00,India,India-Vodafone,45,12,4.55%,97.78%,26.67%,9,45,3.23
27-10-2021 08:00,Pakistan,Pakistan-Ufone-PAKUF,87,9,,90.80%,10.34%,9,60,3.79
27-10-2021 08:00,Pakistan,Pakistan-Mobilink-PAKMK,57,8,,98.25%,14.04%,9,67,4.14
27-10-2021 03:00,Yemen,Yemen-Mtn-YEMSP,41,9,2.94%,100.00%,21.95%,9,59,7.03
27-10-2021 01:00,United Kingdom,UK-Vodafone-GBRVF,6,3,,66.67%,50.00%,9,177,2.82
27-10-2021 11:00,Pakistan,Pakistan-Waridtel-PAKWA,2,2,,100.00%,100.00%,9,264,5.35
27-10-2021 11:00,Qatar,Qatar-Vodafone-QATB1,6,3,,83.33%,50.00%,9,176,4.57
27-10-2021 01:00,Jordan,Jordan-Zain-JORFL,29,6,,100.00%,20.69%,9,88,3.99
27-10-2021 08:00,United Kingdom,UK-T-Mobile-GBRME,33,2,,66.67%,6.06%,9,262,3.51
27-10-2021 09:00,USA/Canada,Canada-Bell-Mobility-CANBM,13,1,,100.00%,7.69%,9,523,4.77
27-10-2021 04:00,India,India-Unitech,11,1,,100.00%,9.09%,9,520,5.43
27-10-2021 12:00,Maldive Is.,Maldives-Dhiraagu-MDV01,8,2,,75.00%,25.00%,9,260,0.93
27-10-2021 03:00,Kenya,Kenya-Safaricom-KENSA,8,5,,100.00%,62.50%,9,104,5.52
27-10-2021 11:00,Switzerland,Switzerland-Swisscom-CHEC1,15,5,,100.00%,33.33%,9,103,4.97
27-10-2021 10:00,Italy,Italy-Wind-ITAWI,20,9,,100.00%,45.00%,9,57,4.53
27-10-2021 01:00,Spain,Spain-Orange-ESPRT,6,5,,100.00%,83.33%,9,102,3.57
27-10-2021 09:00,Korea (South),Korea-SK-KORSK,6,1,,83.33%,16.67%,8,489,1.53
27-10-2021 10:00,Turkey,Turkey-Avea-TURIS,14,5,,100.00%,35.71%,8,96,3.95
27-10-2021 01:00,USA/Canada,USA-T-Mobile-USAW6,6,3,,100.00%,50.00%,8,156,5.1
27-10-2021 00:00,UAE,UAE-Du-AREDU,7,4,,85.71%,57.14%,8,116,2.29
27-10-2021 11:00,Korea (South),Korea-SK-KORSK,4,3,,100.00%,75.00%,8,155,1.77
27-10-2021 10:00,Morocco,Morocco-Orange-MARMT,19,8,11.76%,94.74%,42.11%,8,58,3.57
27-10-2021 09:00,Afghanistan,Afghanistan-Awcc-AFGAW,2,2,100.00%,100.00%,100.00%,8,230,3.53
27-10-2021 10:00,Ethiopia,Ethiopia-Ethio-ETH01,5,1,,100.00%,20.00%,8,457,9.96
27-10-2021 01:00,United Kingdom,UK-H3G-GBRHU,2,2,,100.00%,100.00%,8,228,3.26
27-10-2021 04:00,India,India-Bpl,7,3,14.29%,100.00%,42.86%,8,151,4.88
27-10-2021 08:00,USA/Canada,Canada-Bell-Mobility-CANBM,11,4,,100.00%,36.36%,8,113,4.38
27-10-2021 07:00,USA/Canada,Canada-Bell-Mobility-CANBM,5,2,,100.00%,40.00%,7,221,4.56
27-10-2021 00:00,Bangladesh,Bangladesh-Banglalink-BGDBL,43,5,4.76%,100.00%,11.63%,7,86,1.59
27-10-2021 11:00,Ethiopia,Ethiopia-Ethio-ETH01,7,3,,85.71%,42.86%,7,143,4.67
27-10-2021 00:00,Morocco,Morocco-Orange-MARMT,8,5,12.50%,100.00%,62.50%,7,84,3.25
27-10-2021 11:00,Azerbaijan,Azerbaijan-Azercel-AZEAC,3,3,,100.00%,100.00%,7,140,4.42
27-10-2021 09:00,Italy,Italy-Vodafone-ITAOM,6,4,,83.33%,66.67%,7,104,5.51
27-10-2021 12:00,Nigeria,Nigeria-Etisalat-NGAEM,20,7,15.79%,100.00%,35.00%,7,59,5.88
27-10-2021 12:00,Greece,Greece-Vodafone-GRCPF,5,2,,100.00%,40.00%,7,205,3.66
27-10-2021 08:00,UAE,UAE-Du-AREDU,16,7,13.33%,93.75%,43.75%,7,58,2.37
27-10-2021 11:00,Spain,Spain-Orange-ESPRT,20,6,,100.00%,30.00%,7,68,3.95
27-10-2021 06:00,United Kingdom,UK-T-Mobile-GBRME,19,4,,47.37%,21.05%,7,102,1.78
27-10-2021 12:00,Sudan,Sudan-Sudatel-SDNTL,16,5,8.33%,93.75%,31.25%,7,81,3.2
27-10-2021 12:00,Lebanon,Lebanon-MIC1-Alfa-LBNFL,7,1,,14.29%,14.29%,7,400,0.6
27-10-2021 09:00,Switzerland,Switzerland-Tdc-CHEDX,2,1,,100.00%,50.00%,7,394,4.12
27-10-2021 10:00,Sweden,Sweden-Tele2-SWEIQ,5,1,,100.00%,20.00%,7,393,4.9
27-10-2021 06:00,Jordan,Jordan-Zain-JORFL,15,4,6.67%,100.00%,26.67%,6,95,3.33
27-10-2021 07:00,Netherlands,Netherlands-T-Mobile-NLDPN,2,1,,100.00%,50.00%,6,376,3.46
27-10-2021 08:00,Ethiopia,Ethiopia-Ethio-ETH01,16,5,,56.25%,31.25%,6,75,2.84
27-10-2021 07:00,Turkey,Turkey-TurkCell-TURTC,18,7,22.22%,100.00%,38.89%,6,53,5.12
27-10-2021 09:00,Spain,Spain-Orange-ESPRT,19,5,,100.00%,26.32%,6,75,4.13
27-10-2021 00:00,Oman,Oman-Nawras-OMNNT,4,2,,100.00%,50.00%,6,187,5.43
27-10-2021 12:00,Ethiopia,Ethiopia-Ethio-ETH01,7,2,,85.71%,28.57%,6,187,5.47
27-10-2021 03:00,France,France-SFR-FRAF2,1,1,,100.00%,100.00%,6,372,0.86
27-10-2021 09:00,Morocco,Morocco-Wana-MARM3,2,1,50.00%,100.00%,50.00%,6,369,9.47
27-10-2021 02:00,Jordan,Jordan-Umniah-JORUM,1,1,,100.00%,100.00%,6,360,4
27-10-2021 07:00,Pakistan,Pakistan-Mobilink-PAKMK,35,6,5.71%,97.14%,17.14%,6,60,3.81
27-10-2021 07:00,USA/Canada,USA-T-Mobile-USAW6,3,1,33.33%,100.00%,33.33%,6,356,5.27
27-10-2021 09:00,Kuwait,Kuwait-Viva-KWTKT,13,6,,84.62%,46.15%,6,59,4.21
27-10-2021 10:00,Greece,Greece-Cosmote-GRCCO,9,2,,100.00%,22.22%,6,177,3.4
27-10-2021 09:00,United Kingdom,UK-H3G-GBRHU,4,2,,100.00%,50.00%,6,175,2.79
27-10-2021 11:00,Cyprus,Cyprus-MTN-CYPSC,7,6,,100.00%,85.71%,6,58,4.5
27-10-2021 11:00,Portugal,Portugal-TMN-PRTTM,4,2,,75.00%,50.00%,6,168,1.43
27-10-2021 00:00,United Kingdom,UK-H3G-GBRHU,14,8,,92.86%,57.14%,6,42,6
27-10-2021 09:00,Lebanon,Lebanon-MTC-M1C2-LBNLC,23,7,,91.30%,30.43%,6,48,3.99
27-10-2021 09:00,United Kingdom,UK-Telefonica-GBRCN,7,2,,85.71%,28.57%,6,167,2.67
27-10-2021 12:00,Czech Rep.,Czech Republic-Vodafone-CZECM,1,1,,100.00%,100.00%,6,331,4.33
27-10-2021 09:00,Ethiopia,Ethiopia-Ethio-ETH01,4,2,,100.00%,50.00%,5,164,3.43
27-10-2021 12:00,Ireland,Ireland-Meteor-IRLME,3,2,,100.00%,66.67%,5,163,4.28
27-10-2021 09:00,Malaysia,Malaysia-Digi-MYSMT,2,1,,100.00%,50.00%,5,325,4.01
27-10-2021 08:00,Turkey,Turkey-TurkCell-TURTC,37,6,4.00%,72.97%,16.22%,5,54,3.31
27-10-2021 10:00,USA/Canada,Canada-Bell-Mobility-CANBM,16,3,,100.00%,18.75%,5,107,4.45
27-10-2021 04:00,USA/Canada,Canada-Bell-Mobility-CANBM,4,2,,100.00%,50.00%,5,160,4.75
27-10-2021 06:00,Egypt,Egypt-Vodafone-EGYMS,42,7,,97.62%,16.67%,5,45,3.68
27-10-2021 11:00,United Kingdom,UK-Telefonica-GBRCN,3,2,,100.00%,66.67%,5,155,3.91
27-10-2021 06:00,Kuwait,Kuwait-Wataniya-KWTNM,4,3,,100.00%,75.00%,5,102,4.16
27-10-2021 10:00,Kuwait,Kuwait-Zain-KWTMT,2,2,,100.00%,100.00%,5,152,4.94
27-10-2021 07:00,Syria,Syria-Mtn-SYRSP,10,6,,100.00%,60.00%,5,51,5.16
27-10-2021 10:00,Indonesia,Indonesia-Telkomsel-IDNTS,7,2,,100.00%,28.57%,5,150,3.34
27-10-2021 01:00,Qatar,Qatar-Qtel-QATQT,8,3,,100.00%,37.50%,5,100,4.66
27-10-2021 12:00,Sweden,Sweden-Tele2-SWEIQ,3,2,,100.00%,66.67%,5,147,5.07
27-10-2021 01:00,Switzerland,Switzerland-Swisscom-CHEC1,1,1,,100.00%,100.00%,5,294,4.85
27-10-2021 09:00,Pakistan,Pakistan-Waridtel-PAKWA,5,2,25.00%,80.00%,40.00%,5,147,3.61
27-10-2021 10:00,USA/Canada,USA-T-Mobile-USAW6,12,4,,100.00%,33.33%,5,73,5.32
27-10-2021 05:00,Jordan,Jordan-Zain-JORFL,11,3,18.18%,100.00%,27.27%,5,97,3.82
27-10-2021 00:00,Kuwait,Kuwait-Wataniya-KWTNM,10,2,,100.00%,20.00%,5,146,4.15
27-10-2021 09:00,Japan,Japan-Softbank-JPNJP,1,1,,100.00%,100.00%,5,288,6.08
27-10-2021 00:00,Sudan,Sudan-Sudatel-SDNTL,3,2,,100.00%,66.67%,5,143,6.48
27-10-2021 12:00,Indonesia,Indonesia-Telkomsel-IDNTS,13,3,7.69%,100.00%,23.08%,5,95,5.66
27-10-2021 12:00,USA/Canada,Canada-Bell-Mobility-CANBM,14,3,,100.00%,21.43%,5,94,4.41
27-10-2021 05:00,Egypt,Egypt-Mobinil-EGYAR,45,4,,100.00%,8.89%,5,69,4.12
27-10-2021 11:00,Malaysia,Malaysia-Digi-MYSMT,4,3,25.00%,100.00%,75.00%,5,92,4.07
27-10-2021 12:00,Switzerland,Switzerland-Tdc-CHEDX,6,2,,100.00%,33.33%,5,137,4.95
27-10-2021 04:00,Kenya,Kenya-Safaricom-KENSA,4,2,,100.00%,50.00%,5,137,2.95
27-10-2021 04:00,India,India-Aircel,10,3,10.00%,100.00%,30.00%,4,88,5.04
27-10-2021 05:00,USA/Canada,Canada-Bell-Mobility-CANBM,6,4,,100.00%,66.67%,4,66,4.42
27-10-2021 12:00,Syria,Syria-Mtn-SYRSP,10,3,,100.00%,30.00%,4,87,6.52
27-10-2021 09:00,Philippines,Philippines-Smart-PHLSR,43,6,,67.44%,13.95%,4,43,2.18
27-10-2021 11:00,Oman,Oman-Nawras-OMNNT,8,1,,100.00%,12.50%,4,259,4.75
27-10-2021 08:00,Oman,Oman-Omanmobile-OMNGT,10,2,,100.00%,20.00%,4,128,4.06
27-10-2021 02:00,Italy,Italy-Wind-ITAWI,3,2,,100.00%,66.67%,4,128,4.37
27-10-2021 04:00,Egypt,Egypt-Vodafone-EGYMS,31,3,,96.77%,9.68%,4,85,3.69
27-10-2021 10:00,Japan,Japan-Softbank-JPNJP,1,1,,100.00%,100.00%,4,245,6.38
27-10-2021 03:00,Bahrain,Bahrain-Zain-BHRMV,8,2,,100.00%,25.00%,4,122,4.47
27-10-2021 08:00,Jordan,Jordan-Umniah-JORUM,4,3,,100.00%,75.00%,4,81,3.65
27-10-2021 08:00,Kenya,Kenya-Safaricom-KENSA,11,5,9.09%,81.82%,45.45%,4,48,6.09
27-10-2021 12:00,Oman,Oman-Nawras-OMNNT,14,2,,100.00%,14.29%,4,120,5.28
27-10-2021 01:00,Netherlands,Netherlands-T-Mobile-NLDPN,3,3,,100.00%,100.00%,4,80,3.93
27-10-2021 00:00,Portugal,Portugal-TMN-PRTTM,1,1,,100.00%,100.00%,4,239,4.53
27-10-2021 05:00,Egypt,Egypt-Vodafone-EGYMS,41,7,,100.00%,17.07%,4,34,3.81
27-10-2021 12:00,Morocco,Morocco-Iam-MARM1,40,6,,75.00%,15.00%,4,39,3.31
27-10-2021 06:00,France,France-Orange-FRAF1,8,2,,100.00%,25.00%,4,118,3.46
27-10-2021 05:00,Indonesia,Indonesia-Telkomsel-IDNTS,5,1,20.00%,100.00%,20.00%,4,232,6.24
27-10-2021 11:00,Senegal,Senegal-Sonatel-SENAZ,4,2,25.00%,100.00%,50.00%,4,116,4.73
27-10-2021 11:00,Sudan,Sudan-Zain-SUDMO,16,5,,93.75%,31.25%,4,46,4.5
27-10-2021 09:00,Netherlands,Netherlands-T-Mobile-NLDPN,6,1,16.67%,100.00%,16.67%,4,229,3.23
27-10-2021 04:00,France,France-Orange-FRAF1,4,3,25.00%,75.00%,75.00%,4,76,39.36
27-10-2021 06:00,Bahrain,Bahrain-Zain-BHRMV,27,2,,100.00%,7.41%,4,114,4.97
27-10-2021 04:00,Jordan,Jordan-Orange-JORMC,11,2,,100.00%,18.18%,4,112,3.86
27-10-2021 07:00,Jordan,Jordan-Umniah-JORUM,5,2,20.00%,100.00%,40.00%,4,112,4.05
