Hour,Country Name,Operator Name,Attempts,Answered,A-Release %,NER,ASR,ConV Time (Min),ACT (Sec),CST (Sec)
26-10-2021 15:00,UAE,UAE-Etisalat-ARETC,"1,189",603,20.52%,96.89%,50.71%,"2,050",204,3.27
26-10-2021 19:00,Egypt,Egypt-EtisalatMisr-EGYEM,"1,290",551,2.72%,97.67%,42.71%,"2,047",223,3.41
26-10-2021 19:00,UAE,UAE-Etisalat-ARETC,"1,158",536,19.98%,96.89%,46.29%,"2,023",226,3.55
26-10-2021 21:00,Yemen,Yemen-Mtn-YEMSP,451,95,7.76%,98.00%,21.06%,"2,006","1,267",6.75
26-10-2021 21:00,UAE,UAE-Etisalat-ARETC,926,426,19.81%,98.27%,46.00%,"1,948",274,3.84
26-10-2021 14:00,UAE,UAE-Etisalat-ARETC,"1,211",593,18.02%,97.94%,48.97%,"1,909",193,3.5
26-10-2021 12:00,Egypt,Egypt-EtisalatMisr-EGYEM,"1,484",604,1.70%,98.05%,40.70%,"1,786",177,3.64
26-10-2021 11:00,Egypt,Egypt-EtisalatMisr-EGYEM,"1,486",624,1.10%,97.91%,41.99%,"1,758",169,3.45
26-10-2021 09:00,UAE,UAE-Etisalat-ARETC,973,495,22.00%,98.36%,50.87%,"1,705",207,3.72
26-10-2021 21:00,Egypt,Egypt-EtisalatMisr-EGYEM,"1,078",430,1.39%,98.52%,39.89%,"1,664",232,3.51
26-10-2021 10:00,UAE,UAE-Etisalat-ARETC,"1,110",555,19.73%,98.20%,50.00%,"1,636",177,3.45
26-10-2021 23:00,Egypt,Egypt-EtisalatMisr-EGYEM,555,267,3.52%,98.74%,48.11%,"1,599",359,3.38
26-10-2021 19:00,Yemen,Yemen-Mtn-YEMSP,448,77,4.34%,98.21%,17.19%,"1,256",979,6.53
26-10-2021 10:00,Egypt,Egypt-EtisalatMisr-EGYEM,"1,315",463,1.41%,98.78%,35.21%,"1,253",162,3.47
26-10-2021 20:00,Yemen,Yemen-Mtn-YEMSP,520,63,4.49%,97.69%,12.12%,"1,191","1,134",6.17
26-10-2021 08:00,UAE,UAE-Etisalat-ARETC,790,386,23.20%,97.97%,48.86%,"1,160",180,3.84
26-10-2021 00:00,Egypt,Egypt-EtisalatMisr-EGYEM,347,145,3.70%,99.42%,41.79%,"1,129",467,3.33
26-10-2021 22:00,UAE,UAE-Etisalat-ARETC,600,258,19.14%,97.67%,43.00%,"1,106",257,3.84
26-10-2021 17:00,Bangladesh,Bangladesh-Grameen-BGDGP,839,255,7.35%,98.21%,30.39%,"1,081",254,2.95
26-10-2021 18:00,Bangladesh,Bangladesh-Grameen-BGDGP,855,242,7.74%,99.18%,28.30%,"1,020",253,3.25
26-10-2021 12:00,Bangladesh,Bangladesh-Grameen-BGDGP,821,243,8.08%,97.93%,29.60%,959,237,2.59
26-10-2021 14:00,Egypt,Egypt-Mobinil-EGYAR,610,260,1.93%,97.54%,42.62%,931,215,3.54
26-10-2021 13:00,Bangladesh,Bangladesh-Grameen-BGDGP,742,228,8.83%,98.65%,30.73%,882,232,2.42
26-10-2021 09:00,Bangladesh,Bangladesh-Grameen-BGDGP,633,187,8.57%,98.26%,29.54%,879,282,2.76
26-10-2021 19:00,Bangladesh,Bangladesh-Grameen-BGDGP,722,194,7.11%,98.06%,26.87%,839,260,3.26
26-10-2021 23:00,UAE,UAE-Etisalat-ARETC,357,145,16.46%,98.32%,40.62%,820,339,3.52
26-10-2021 20:00,Yemen,Yemen-Sabafon-YEMSA,245,40,5.61%,94.69%,16.33%,785,"1,178",10.87
26-10-2021 09:00,Egypt,Egypt-EtisalatMisr-EGYEM,840,258,1.16%,98.93%,30.71%,784,182,3.43
26-10-2021 16:00,Bangladesh,Bangladesh-Grameen-BGDGP,663,185,6.86%,98.34%,27.90%,780,253,2.46
26-10-2021 13:00,Egypt,Egypt-Mobinil-EGYAR,676,224,2.41%,97.78%,33.14%,778,209,3.74
26-10-2021 15:00,Egypt,Egypt-Mobinil-EGYAR,516,190,1.83%,98.64%,36.82%,777,245,3.72
26-10-2021 13:00,Egypt,Egypt-Vodafone-EGYMS,531,229,2.11%,99.25%,43.13%,763,200,3.89
26-10-2021 18:00,Egypt,Egypt-Mobinil-EGYAR,532,169,3.29%,96.62%,31.77%,749,266,3.66
26-10-2021 11:00,Egypt,Egypt-Mobinil-EGYAR,642,204,1.62%,97.51%,31.78%,744,219,3.69
26-10-2021 20:00,Egypt,Egypt-Mobinil-EGYAR,540,168,1.58%,98.15%,31.11%,739,264,3.38
26-10-2021 01:00,Egypt,Egypt-EtisalatMisr-EGYEM,214,92,0.51%,98.60%,42.99%,736,480,3.57
26-10-2021 14:00,Bangladesh,Bangladesh-Grameen-BGDGP,649,175,8.06%,98.92%,26.96%,735,252,2.3
26-10-2021 17:00,Egypt,Egypt-Mobinil-EGYAR,570,204,1.88%,98.07%,35.79%,729,214,3.53
26-10-2021 12:00,Egypt,Egypt-Mobinil-EGYAR,627,235,2.03%,98.09%,37.48%,718,183,3.53
26-10-2021 10:00,Yemen,Yemen-Mtn-YEMSP,130,37,9.17%,98.46%,28.46%,713,"1,156",8.03
26-10-2021 12:00,India,India-Idea,519,184,10.76%,97.11%,35.45%,712,232,3.73
26-10-2021 16:00,Bahrain,Bahrain-Batelco-BHRBT,600,286,1.17%,97.67%,47.67%,711,149,5.59
26-10-2021 18:00,Yemen,Yemen-Mtn-YEMSP,300,53,2.16%,98.67%,17.67%,700,793,7.18
26-10-2021 19:00,Egypt,Egypt-Mobinil-EGYAR,503,190,2.72%,96.82%,37.77%,698,220,3.76
26-10-2021 13:00,India,India-Idea,503,162,9.53%,98.61%,32.21%,697,258,3.98
26-10-2021 16:00,Egypt,Egypt-Mobinil-EGYAR,687,217,1.89%,96.94%,31.59%,678,187,3.71
26-10-2021 18:00,India,India-Idea,426,180,13.59%,99.30%,42.25%,669,223,3.72
26-10-2021 17:00,Bahrain,Bahrain-Batelco-BHRBT,646,292,0.78%,98.61%,45.20%,668,137,5.29
26-10-2021 11:00,Yemen,Yemen-Mtn-YEMSP,149,45,6.47%,99.33%,30.20%,664,885,6.45
26-10-2021 17:00,Egypt,Egypt-Vodafone-EGYMS,468,187,2.34%,99.57%,39.96%,656,211,4.15
26-10-2021 18:00,Bahrain,Bahrain-Batelco-BHRBT,624,272,0.81%,98.56%,43.59%,655,144,5.57
26-10-2021 15:00,Yemen,Yemen-Mtn-YEMSP,200,44,4.97%,92.50%,22.00%,654,892,7.89
26-10-2021 06:00,Yemen,Yemen-Mtn-YEMSP,115,47,10.81%,98.26%,40.87%,649,829,6.16
26-10-2021 22:00,Yemen,Yemen-Mtn-YEMSP,264,53,4.12%,97.35%,20.08%,648,734,8.25
26-10-2021 17:00,Yemen,Yemen-Mtn-YEMSP,214,51,4.02%,98.13%,23.83%,641,754,7.27
26-10-2021 20:00,Bahrain,Bahrain-Batelco-BHRBT,590,292,0.51%,98.98%,49.49%,639,131,5.42
26-10-2021 21:00,Egypt,Egypt-Mobinil-EGYAR,493,173,2.63%,98.78%,35.09%,639,222,3.23
26-10-2021 10:00,Bangladesh,Bangladesh-Grameen-BGDGP,691,161,6.55%,97.97%,23.30%,637,237,2.52
26-10-2021 08:00,Bangladesh,Bangladesh-Grameen-BGDGP,563,171,10.55%,97.87%,30.37%,635,223,2.77
26-10-2021 22:00,Egypt,Egypt-Vodafone-EGYMS,230,105,2.30%,98.70%,45.65%,624,357,3.83
26-10-2021 11:00,Bangladesh,Bangladesh-Grameen-BGDGP,584,157,7.93%,98.63%,26.88%,617,236,2.73
26-10-2021 15:00,Bangladesh,Bangladesh-Grameen-BGDGP,558,168,8.30%,98.92%,30.11%,616,220,2.34
26-10-2021 19:00,Bahrain,Bahrain-Batelco-BHRBT,613,283,0.82%,99.02%,46.17%,616,131,5.22
26-10-2021 12:00,Yemen,Yemen-Mtn-YEMSP,157,39,4.73%,98.09%,24.84%,611,940,7.18
26-10-2021 07:00,Bangladesh,Bangladesh-Grameen-BGDGP,533,161,9.60%,97.19%,30.21%,609,227,2.93
26-10-2021 07:00,Yemen,Yemen-Mtn-YEMSP,85,23,9.76%,100.00%,27.06%,608,"1,586",4.73
26-10-2021 21:00,Bahrain,Bahrain-Batelco-BHRBT,448,219,,99.11%,48.88%,608,166,5.61
26-10-2021 17:00,India,India-Idea,387,151,12.14%,97.93%,39.02%,588,234,3.66
26-10-2021 07:00,UAE,UAE-Etisalat-ARETC,429,200,25.06%,98.37%,46.62%,585,176,3.9
26-10-2021 14:00,Egypt,Egypt-Vodafone-EGYMS,454,185,1.27%,98.90%,40.75%,582,189,3.87
26-10-2021 12:00,Bahrain,Bahrain-Batelco-BHRBT,424,223,1.42%,99.53%,52.59%,573,154,5.63
26-10-2021 07:00,Yemen,Yemen-Sabafon-YEMSA,43,25,28.57%,97.67%,58.14%,571,"1,371",10.05
26-10-2021 15:00,Egypt,Egypt-Vodafone-EGYMS,323,123,2.19%,95.98%,38.08%,562,274,3.69
26-10-2021 09:00,Yemen,Yemen-Mtn-YEMSP,107,23,9.71%,98.13%,21.50%,560,"1,461",6.84
26-10-2021 20:00,Egypt,Egypt-Vodafone-EGYMS,379,126,1.22%,98.15%,33.25%,554,264,3.82
26-10-2021 00:00,Egypt,Egypt-Mobinil-EGYAR,118,47,3.57%,100.00%,39.83%,554,707,3.99
26-10-2021 10:00,India,India-Idea,393,150,10.13%,98.22%,38.17%,535,214,4.21
26-10-2021 08:00,Yemen,Yemen-Mtn-YEMSP,87,27,9.88%,97.70%,31.03%,533,"1,185",5.36
26-10-2021 20:00,Bangladesh,Bangladesh-Grameen-BGDGP,407,104,10.47%,96.31%,25.55%,512,295,3.27
26-10-2021 18:00,Egypt,Egypt-Vodafone-EGYMS,477,159,1.65%,98.32%,33.33%,511,193,4.12
26-10-2021 15:00,Jordan,Jordan-Orange-JORMC,262,112,4.66%,95.80%,42.75%,498,267,3.44
26-10-2021 14:00,Bahrain,Bahrain-Batelco-BHRBT,401,196,1.26%,97.76%,48.88%,497,152,5.48
26-10-2021 18:00,Yemen,Yemen-Sabafon-YEMSA,251,39,5.45%,96.81%,15.54%,490,754,9.9
26-10-2021 19:00,Egypt,Egypt-Vodafone-EGYMS,437,158,1.36%,98.40%,36.16%,489,186,3.39
26-10-2021 14:00,Jordan,Jordan-Orange-JORMC,307,143,2.49%,94.46%,46.58%,486,204,3.35
26-10-2021 13:00,Bahrain,Bahrain-Batelco-BHRBT,418,209,1.20%,98.33%,50.00%,480,138,5.46
26-10-2021 22:00,Bahrain,Bahrain-Batelco-BHRBT,363,181,0.83%,98.62%,49.86%,480,159,5.74
26-10-2021 21:00,Yemen,Yemen-Sabafon-YEMSA,202,25,6.18%,94.55%,12.38%,478,"1,148",9.39
26-10-2021 12:00,Egypt,Egypt-Vodafone-EGYMS,483,159,0.69%,98.76%,32.92%,477,180,3.98
26-10-2021 14:00,Yemen,Yemen-Mtn-YEMSP,244,51,4.98%,97.95%,20.90%,476,561,6.82
26-10-2021 13:00,Jordan,Jordan-Zain-JORFL,192,85,1.75%,93.75%,44.27%,470,332,3.66
26-10-2021 11:00,Egypt,Egypt-Vodafone-EGYMS,486,154,1.41%,98.56%,31.69%,469,183,3.63
26-10-2021 12:00,Jordan,Jordan-Orange-JORMC,288,117,2.54%,97.92%,40.63%,468,240,3.57
26-10-2021 16:00,Yemen,Yemen-Mtn-YEMSP,280,55,4.18%,98.21%,19.64%,468,511,7.14
26-10-2021 22:00,Egypt,Egypt-Mobinil-EGYAR,345,110,1.46%,97.39%,31.88%,465,254,3.35
26-10-2021 11:00,Jordan,Jordan-Orange-JORMC,262,99,0.83%,96.18%,37.79%,462,280,3.42
26-10-2021 23:00,Egypt,Egypt-Mobinil-EGYAR,215,80,1.65%,97.21%,37.21%,448,336,3.59
26-10-2021 23:00,Yemen,Yemen-Mtn-YEMSP,160,40,4.08%,98.75%,25.00%,445,668,7.6
26-10-2021 06:00,Bangladesh,Bangladesh-Grameen-BGDGP,498,143,8.69%,96.79%,28.71%,443,186,2.92
26-10-2021 15:00,Bahrain,Bahrain-Batelco-BHRBT,448,223,1.12%,98.21%,49.78%,439,118,5.41
26-10-2021 11:00,Bahrain,Bahrain-Batelco-BHRBT,366,170,1.37%,98.63%,46.45%,436,154,5.15
26-10-2021 16:00,India,India-Idea,345,130,12.61%,99.13%,37.68%,434,200,3.89
26-10-2021 10:00,Egypt,Egypt-Mobinil-EGYAR,644,167,1.22%,97.67%,25.93%,429,154,3.61
26-10-2021 11:00,India,India-Idea,362,141,12.99%,98.90%,38.95%,409,174,3.94
26-10-2021 09:00,India,India-Idea,367,138,11.17%,97.28%,37.60%,408,177,4.27
26-10-2021 08:00,India,India-Idea,325,130,15.09%,98.46%,40.00%,408,188,3.96
26-10-2021 19:00,India,India-Idea,313,110,12.08%,97.44%,35.14%,403,220,3.73
26-10-2021 15:00,India,India-Idea,331,128,12.38%,99.09%,38.67%,402,189,3.71
26-10-2021 16:00,Egypt,Egypt-Vodafone-EGYMS,416,108,1.26%,95.67%,25.96%,394,219,3.45
26-10-2021 19:00,Yemen,Yemen-Sabafon-YEMSA,281,40,3.07%,94.31%,14.23%,390,586,10.52
26-10-2021 13:00,Yemen,Yemen-Mtn-YEMSP,179,28,2.42%,96.65%,15.64%,386,826,7.88
26-10-2021 08:00,Egypt,Egypt-EtisalatMisr-EGYEM,456,117,1.44%,98.68%,25.66%,377,193,3.48
26-10-2021 21:00,Egypt,Egypt-Vodafone-EGYMS,305,107,2.59%,98.69%,35.08%,375,210,3.94
26-10-2021 15:00,Yemen,Yemen-Sabafon-YEMSA,110,23,5.00%,95.45%,20.91%,374,976,8.01
26-10-2021 14:00,India,India-Idea,355,105,9.46%,98.59%,29.58%,373,213,4.24
26-10-2021 23:00,Sudan,Sudan-Mtn-SDNBT,45,17,21.43%,97.78%,37.78%,371,"1,309",4.79
26-10-2021 20:00,India,India-Idea,307,92,10.96%,97.07%,29.97%,368,240,3.72
26-10-2021 21:00,Sudan,Sudan-Mtn-SDNBT,70,38,39.66%,91.43%,54.29%,364,575,5.61
26-10-2021 23:00,Egypt,Egypt-Vodafone-EGYMS,189,84,1.71%,96.30%,44.44%,360,257,4.21
26-10-2021 12:00,Yemen,Yemen-Sabafon-YEMSA,115,18,5.94%,100.00%,15.65%,354,"1,180",8.32
26-10-2021 13:00,Jordan,Jordan-Orange-JORMC,299,107,2.21%,96.66%,35.79%,350,196,3.18
26-10-2021 16:00,Jordan,Jordan-Orange-JORMC,289,104,0.78%,93.43%,35.99%,349,201,3.2
26-10-2021 02:00,Egypt,Egypt-EtisalatMisr-EGYEM,122,33,0.92%,96.72%,27.05%,348,633,3.4
26-10-2021 01:00,Yemen,Yemen-Mtn-YEMSP,79,26,1.32%,97.47%,32.91%,348,802,6.67
26-10-2021 11:00,India,India-Tata,134,51,9.38%,99.25%,38.06%,344,405,4.1
26-10-2021 17:00,India,India-Tata,181,66,8.29%,98.34%,36.46%,341,310,4.31
26-10-2021 07:00,India,India-Idea,318,107,10.54%,98.11%,33.65%,323,181,4.1
26-10-2021 16:00,Yemen,Yemen-Sabafon-YEMSA,137,31,4.10%,94.16%,22.63%,320,620,9.57
26-10-2021 09:00,Egypt,Egypt-Mobinil-EGYAR,434,97,1.64%,98.85%,22.35%,318,197,3.56
26-10-2021 00:00,Egypt,Egypt-Vodafone-EGYMS,141,45,2.38%,98.58%,31.91%,318,424,3.15
26-10-2021 05:00,Bangladesh,Bangladesh-Grameen-BGDGP,466,93,4.53%,97.42%,19.96%,309,199,2.86
26-10-2021 09:00,Yemen,Yemen-Sabafon-YEMSA,78,17,7.35%,98.72%,21.79%,309,"1,090",8.03
26-10-2021 06:00,India,India-Idea,259,99,15.02%,98.46%,38.22%,306,185,4.04
26-10-2021 08:00,India,India-Tata,176,55,6.32%,100.00%,31.25%,305,333,3.49
26-10-2021 10:00,Egypt,Egypt-Vodafone-EGYMS,415,121,1.93%,99.52%,29.16%,302,150,3.68
26-10-2021 10:00,Bahrain,Bahrain-Batelco-BHRBT,310,134,1.29%,99.68%,43.23%,296,133,5.51
26-10-2021 07:00,Egypt,Egypt-EtisalatMisr-EGYEM,179,39,2.33%,99.44%,21.79%,296,456,3.9
26-10-2021 19:00,United Kingdom,UK-T-Mobile-GBRME,94,64,,96.81%,68.09%,294,276,3.76
26-10-2021 14:00,United Kingdom,UK-T-Mobile-GBRME,112,53,,94.64%,47.32%,292,330,3.59
26-10-2021 20:00,Sudan,Sudan-Mtn-SDNBT,114,53,23.47%,90.35%,46.49%,287,325,6.01
26-10-2021 16:00,Jordan,Jordan-Zain-JORFL,188,77,2.84%,96.28%,40.96%,287,224,3.24
26-10-2021 01:00,Egypt,Egypt-Mobinil-EGYAR,100,37,,99.00%,37.00%,285,463,3.98
26-10-2021 18:00,Jordan,Jordan-Orange-JORMC,226,89,1.85%,96.90%,39.38%,285,192,3.56
26-10-2021 15:00,Jordan,Jordan-Zain-JORFL,162,72,2.78%,94.44%,44.44%,285,238,3.29
26-10-2021 09:00,Bahrain,Bahrain-Batelco-BHRBT,247,100,1.21%,99.60%,40.49%,283,170,5.5
26-10-2021 10:00,India,India-Tata,199,59,2.55%,98.49%,29.65%,280,285,3.77
26-10-2021 13:00,Yemen,Yemen-Sabafon-YEMSA,92,22,3.61%,100.00%,23.91%,276,752,9.11
26-10-2021 02:00,Egypt,Egypt-Mobinil-EGYAR,68,22,1.67%,98.53%,32.35%,275,750,3.67
26-10-2021 15:00,United Kingdom,UK-T-Mobile-GBRME,114,55,,87.72%,48.25%,275,300,3.5
26-10-2021 14:00,Jordan,Jordan-Zain-JORFL,163,75,1.32%,97.55%,46.01%,274,219,3.21
26-10-2021 21:00,Jordan,Jordan-Orange-JORMC,120,42,1.77%,97.50%,35.00%,270,386,3.82
26-10-2021 18:00,India,India-Tata,205,96,8.08%,98.05%,46.83%,269,168,3.54
26-10-2021 18:00,Bangladesh,Bangladesh-Banglalink-BGDBL,293,76,8.90%,98.29%,25.94%,266,210,2.11
26-10-2021 22:00,India,India-Idea,93,19,3.57%,95.70%,20.43%,264,835,4.25
26-10-2021 17:00,Yemen,Yemen-Sabafon-YEMSA,236,23,3.31%,96.61%,9.75%,261,681,10.13
26-10-2021 21:00,Bangladesh,Bangladesh-Grameen-BGDGP,278,51,3.99%,97.84%,18.35%,258,304,2.42
26-10-2021 17:00,Jordan,Jordan-Zain-JORFL,127,52,2.44%,100.00%,40.94%,253,292,3.38
26-10-2021 16:00,Sudan,Sudan-Mtn-SDNBT,78,39,21.74%,93.59%,50.00%,251,387,5.05
26-10-2021 11:00,Yemen,Yemen-Sabafon-YEMSA,128,19,1.83%,98.44%,14.84%,249,788,9.39
26-10-2021 19:00,Jordan,Jordan-Zain-JORFL,131,57,4.42%,87.79%,43.51%,249,262,2.86
26-10-2021 03:00,Egypt,Egypt-EtisalatMisr-EGYEM,112,26,2.94%,99.11%,23.21%,247,571,3.8
26-10-2021 01:00,UAE,UAE-Etisalat-ARETC,138,49,15.45%,96.38%,35.51%,245,300,3.17
26-10-2021 10:00,Jordan,Jordan-Zain-JORFL,155,69,1.36%,97.42%,44.52%,244,212,3.63
26-10-2021 06:00,UAE,UAE-Etisalat-ARETC,231,99,26.70%,98.70%,42.86%,238,144,3.95
26-10-2021 14:00,India,India-Tata,146,53,6.90%,97.26%,36.30%,236,268,4.28
26-10-2021 00:00,Yemen,Yemen-Mtn-YEMSP,63,23,3.64%,98.41%,36.51%,236,615,5.27
26-10-2021 22:00,Sudan,Sudan-Mtn-SDNBT,57,26,20.00%,92.98%,45.61%,233,538,6.44
26-10-2021 13:00,India,India-Tata,191,68,8.11%,99.48%,35.60%,231,204,3.54
26-10-2021 14:00,Yemen,Yemen-Sabafon-YEMSA,100,22,4.30%,95.00%,22.00%,230,626,8.99
26-10-2021 19:00,Bahrain,Bahrain-Zain-BHRMV,174,90,2.89%,96.55%,51.72%,230,153,5.08
26-10-2021 19:00,India,India-Tata,133,49,6.98%,97.74%,36.84%,229,281,3.77
26-10-2021 01:00,Yemen,Yemen-Sabafon-YEMSA,29,4,4.00%,100.00%,13.79%,228,"3,417",6.21
26-10-2021 19:00,Sudan,Sudan-Mtn-SDNBT,120,54,15.60%,95.00%,45.00%,228,253,6.94
26-10-2021 12:00,Jordan,Jordan-Zain-JORFL,199,78,2.25%,97.49%,39.20%,227,174,3.03
26-10-2021 23:00,Yemen,Yemen-Sabafon-YEMSA,99,19,4.30%,94.95%,19.19%,221,699,7.94
26-10-2021 22:00,Jordan,Jordan-Orange-JORMC,110,38,2.02%,100.00%,34.55%,220,348,3.29
26-10-2021 00:00,UAE,UAE-Etisalat-ARETC,206,62,9.73%,98.54%,30.10%,218,211,3.51
26-10-2021 11:00,Jordan,Jordan-Zain-JORFL,189,72,2.84%,98.41%,38.10%,217,181,3.37
26-10-2021 10:00,Yemen,Yemen-Sabafon-YEMSA,80,21,4.05%,96.25%,26.25%,216,616,9.32
26-10-2021 23:00,United Kingdom,UK-T-Mobile-GBRME,28,10,,67.86%,35.71%,214,"1,287",2.64
26-10-2021 12:00,India,India-Tata,167,68,8.02%,98.80%,40.72%,214,189,4.14
26-10-2021 18:00,Jordan,Jordan-Zain-JORFL,150,63,0.78%,99.33%,42.00%,211,201,2.7
26-10-2021 18:00,United Kingdom,UK-T-Mobile-GBRME,92,45,,92.39%,48.91%,211,281,3.75
26-10-2021 22:00,Yemen,Yemen-Sabafon-YEMSA,121,20,3.54%,91.74%,16.53%,210,630,9.93
26-10-2021 00:00,Bahrain,Bahrain-Batelco-BHRBT,123,56,,98.37%,45.53%,208,223,5.54
26-10-2021 17:00,Jordan,Jordan-Orange-JORMC,183,74,1.70%,97.27%,40.44%,205,167,3.45
26-10-2021 05:00,India,India-Idea,193,71,12.04%,99.48%,36.79%,204,173,4.05
26-10-2021 14:00,Sudan,Sudan-Mtn-SDNBT,75,31,22.22%,92.00%,41.33%,202,392,5.46
26-10-2021 04:00,Yemen,Yemen-Mtn-YEMSP,28,12,15.38%,96.43%,42.86%,200,"1,000",5.48
26-10-2021 08:00,Bahrain,Bahrain-Batelco-BHRBT,176,77,1.15%,96.02%,43.75%,199,155,5.26
26-10-2021 11:00,Bangladesh,Bangladesh-Banglalink-BGDBL,184,48,8.74%,98.37%,26.09%,196,245,2.4
26-10-2021 18:00,Bahrain,Bahrain-Zain-BHRMV,203,95,,99.51%,46.80%,194,122,4.86
26-10-2021 16:00,Bangladesh,Bangladesh-Banglalink-BGDBL,201,50,5.56%,98.51%,24.88%,193,232,2.66
26-10-2021 02:00,Yemen,Yemen-Mtn-YEMSP,54,25,3.85%,96.30%,46.30%,192,461,5.98
26-10-2021 23:00,Bahrain,Bahrain-Batelco-BHRBT,216,89,0.47%,99.54%,41.20%,191,128,5.55
26-10-2021 19:00,Jordan,Jordan-Orange-JORMC,208,65,2.60%,96.63%,31.25%,188,174,3.57
26-10-2021 09:00,Egypt,Egypt-Vodafone-EGYMS,297,84,0.74%,99.66%,28.28%,184,132,3.61
26-10-2021 09:00,Bangladesh,Bangladesh-Banglalink-BGDBL,160,44,8.18%,97.50%,27.50%,184,251,3.48
26-10-2021 10:00,Jordan,Jordan-Orange-JORMC,235,67,1.36%,98.30%,28.51%,184,165,3.23
26-10-2021 21:00,Jordan,Jordan-Zain-JORFL,107,47,3.13%,98.13%,43.93%,183,234,3.13
26-10-2021 13:00,United Kingdom,UK-T-Mobile-GBRME,129,60,,88.37%,46.51%,181,181,3.2
26-10-2021 21:00,United Kingdom,UK-T-Mobile-GBRME,74,37,,86.49%,50.00%,179,290,3.31
26-10-2021 22:00,United Kingdom,UK-T-Mobile-GBRME,73,30,,87.67%,41.10%,177,354,2.77
26-10-2021 09:00,India,India-Bpl,67,30,11.94%,100.00%,44.78%,173,346,3.98
26-10-2021 15:00,Bangladesh,Bangladesh-Banglalink-BGDBL,190,52,6.91%,97.89%,27.37%,168,194,3
26-10-2021 12:00,India,India-Unitech,138,32,3.82%,97.83%,23.19%,165,310,3.44
26-10-2021 12:00,Jordan,Jordan-Umniah-JORUM,62,35,,100.00%,56.45%,164,282,3.77
26-10-2021 17:00,United Kingdom,UK-T-Mobile-GBRME,89,45,,93.26%,50.56%,164,219,3.49
26-10-2021 03:00,UAE,UAE-Etisalat-ARETC,63,17,12.96%,96.83%,26.98%,163,577,3.31
26-10-2021 14:00,Bahrain,Bahrain-Zain-BHRMV,127,46,0.80%,100.00%,36.22%,163,212,5.04
26-10-2021 22:00,Bangladesh,Bangladesh-Grameen-BGDGP,197,35,3.57%,98.98%,17.77%,162,277,2.64
26-10-2021 04:00,Egypt,Egypt-EtisalatMisr-EGYEM,91,14,1.15%,98.90%,15.38%,161,692,3.74
26-10-2021 03:00,Egypt,Egypt-Vodafone-EGYMS,46,17,,100.00%,36.96%,160,566,4.1
26-10-2021 09:00,India,India-Unitech,140,31,4.41%,99.29%,22.14%,159,308,3.7
26-10-2021 20:00,India,India-Tata,107,38,7.62%,95.33%,35.51%,157,247,4.24
26-10-2021 01:00,Egypt,Egypt-Vodafone-EGYMS,81,26,,100.00%,32.10%,157,361,3.43
26-10-2021 02:00,Bahrain,Bahrain-Batelco-BHRBT,32,11,3.13%,96.88%,34.38%,155,843,7.41
26-10-2021 23:00,USA/Canada,Canada-Bell-Mobility-CANBM,17,6,5.88%,100.00%,35.29%,153,"1,532",4.95
26-10-2021 20:00,Bahrain,Bahrain-Zain-BHRMV,170,87,1.20%,99.41%,51.18%,153,106,5.34
26-10-2021 14:00,India,India-Bpl,81,30,12.66%,98.77%,37.04%,151,302,3.79
26-10-2021 20:00,United Kingdom,UK-T-Mobile-GBRME,82,25,,78.05%,30.49%,150,361,3.33
