Hour,Country Name,Operator Name,Attempts,Answered,A-Release %,NER,ASR,ConV Time (Min),ACT (Sec),CST (Sec)
25-10-2021 00:00,Kuwait,Kuwait-Viva-KWTKT,11,3,,90.91%,27.27%,3,52,3.61
25-10-2021 14:00,Bosnia Herzegovina,Bosnia-Eronet-BIHER,13,2,,100.00%,15.38%,3,77,3.2
25-10-2021 13:00,Netherlands,Netherlands-KPN-NLDPT,2,2,,100.00%,100.00%,3,77,2.82
25-10-2021 19:00,Croatia,Croatia-T-Mobile-HRVCN,10,6,33.33%,100.00%,60.00%,3,25,4.96
25-10-2021 23:00,Switzerland,Switzerland-Swisscom-CHEC1,3,1,,100.00%,33.33%,3,151,2.73
25-10-2021 08:00,Italy,Italy-Vodafone-ITAOM,2,1,,100.00%,50.00%,3,151,4.68
25-10-2021 23:00,Italy,Italy-Wind-ITAWI,6,4,,100.00%,66.67%,3,38,4.36
25-10-2021 21:00,Bosnia Herzegovina,Bosnia-Eronet-BIHER,3,1,,100.00%,33.33%,3,150,3.54
25-10-2021 14:00,Georgia,Georgia-Magticom-GEOMA,7,3,,85.71%,42.86%,2,50,5.7
25-10-2021 05:00,Jordan,Jordan-Zain-JORFL,8,3,,100.00%,37.50%,2,49,3.7
25-10-2021 13:00,Philippines,Philippines-Smart-PHLSR,46,3,,34.78%,6.52%,2,49,1.78
25-10-2021 03:00,Philippines,Philippines-Globe-PHLGT,4,1,25.00%,100.00%,25.00%,2,145,4.2
25-10-2021 13:00,Chad,Chad-Mic-TCDML,2,1,,100.00%,50.00%,2,144,2.71
25-10-2021 11:00,Portugal,Portugal-TMN-PRTTM,2,2,,100.00%,100.00%,2,72,1.78
25-10-2021 10:00,Slovakia,Slovakia-Tmobile-SVKET,1,1,,100.00%,100.00%,2,144,2.98
25-10-2021 11:00,Sweden,Sweden-Tele2-SWEIQ,4,2,,100.00%,50.00%,2,72,6.23
25-10-2021 23:00,Nigeria,Nigeria-Etisalat-NGAEM,12,3,,100.00%,25.00%,2,47,6.24
25-10-2021 21:00,Ethiopia,Ethiopia-Ethio-ETH01,12,1,,100.00%,8.33%,2,142,3.48
25-10-2021 14:00,Indonesia,Indonesia-Telkomsel-IDNTS,7,4,,100.00%,57.14%,2,35,4.8
25-10-2021 12:00,Hungary,Hungary-Vodafone-HUNVR,2,1,,100.00%,50.00%,2,142,1.58
25-10-2021 22:00,Germany,Germany-Vodafone-DEUD2,2,2,,100.00%,100.00%,2,71,3.71
25-10-2021 18:00,Cyprus,Cyprus-MTN-CYPSC,2,2,,100.00%,100.00%,2,70,4.33
25-10-2021 01:00,France,France-Orange-FRAF1,21,3,4.76%,95.24%,14.29%,2,47,3.11
25-10-2021 15:00,Georgia,Georgia-Magticom-GEOMA,11,2,,100.00%,18.18%,2,70,5.48
25-10-2021 18:00,Georgia,Georgia-Magticom-GEOMA,6,3,,100.00%,50.00%,2,46,6.52
25-10-2021 21:00,Portugal,Portugal-TMN-PRTTM,7,3,,100.00%,42.86%,2,46,3.73
25-10-2021 23:00,Oman,Oman-Omanmobile-OMNGT,3,2,,66.67%,66.67%,2,69,2.55
25-10-2021 13:00,Albania,Albania-Eagle-ALBEM,2,1,,100.00%,50.00%,2,137,2.96
25-10-2021 06:00,India,India-Reliance,2,1,,100.00%,50.00%,2,137,5.48
25-10-2021 00:00,Cyprus,Cyprus-MTN-CYPSC,2,1,,50.00%,50.00%,2,136,6.3
25-10-2021 17:00,Nepal,Nepal-Ntc-NPLNM,12,1,,100.00%,8.33%,2,136,5.53
25-10-2021 12:00,USA/Canada,Canada-Bell-Mobility-CANBM,11,1,,100.00%,9.09%,2,136,5.16
25-10-2021 20:00,Turkey,Turkey-Avea-TURIS,20,2,,100.00%,10.00%,2,67,3.79
25-10-2021 22:00,Pakistan,Pakistan-Mobilink-PAKMK,32,2,,100.00%,6.25%,2,67,3.18
25-10-2021 14:00,Cyprus,Cyprus-MTN-CYPSC,7,2,,100.00%,28.57%,2,66,4.6
25-10-2021 13:00,Austria,Austria-Tmobile-AUTMM,3,1,,100.00%,33.33%,2,131,3.38
25-10-2021 09:00,Congo Dem. Rep. ofåÊ (former Zaire),Congo (Democrat)-Vodacom-CODVC,1,1,,100.00%,100.00%,2,131,4.98
25-10-2021 10:00,Morocco,Morocco-Iam-MARM1,55,2,,50.91%,3.64%,2,66,2.16
25-10-2021 23:00,Oman,Oman-Nawras-OMNNT,7,2,,100.00%,28.57%,2,66,3.84
25-10-2021 16:00,Sri Lanka,Sri Lanka-Etisalat-LKACT,2,2,,100.00%,100.00%,2,65,2.6
25-10-2021 08:00,Netherlands,Netherlands-KPN-NLDPT,2,1,,100.00%,50.00%,2,130,4.03
25-10-2021 11:00,Malaysia,Malaysia-Digi-MYSMT,3,2,33.33%,100.00%,66.67%,2,65,4.87
25-10-2021 13:00,Oman,Oman-Omanmobile-OMNGT,11,3,,81.82%,27.27%,2,43,4.62
25-10-2021 12:00,Spain,Spain-Vodafone-ESPAT,9,3,,100.00%,33.33%,2,42,5.14
25-10-2021 13:00,Germany,Germany-Vodafone-DEUD2,5,2,,100.00%,40.00%,2,63,4.35
25-10-2021 08:00,Kuwait,Kuwait-Wataniya-KWTNM,8,2,,100.00%,25.00%,2,62,4.01
25-10-2021 18:00,Switzerland,Switzerland-Tdc-CHEDX,4,2,,100.00%,50.00%,2,62,4.79
25-10-2021 08:00,Spain,Spain-Orange-ESPRT,6,2,,100.00%,33.33%,2,62,3.27
25-10-2021 11:00,United Kingdom,UK-H3G-GBRHU,11,4,,100.00%,36.36%,2,31,3.63
25-10-2021 18:00,Austria,Austria-Tmobile-AUTMM,4,2,,100.00%,50.00%,2,61,4.21
25-10-2021 19:00,Switzerland,Switzerland-Tdc-CHEDX,3,2,,100.00%,66.67%,2,61,3.72
25-10-2021 09:00,Sri Lanka,Sri Lanka-Mtn-LKADG,4,2,,100.00%,50.00%,2,60,7.43
25-10-2021 11:00,Indonesia,Indonesia-Axis-IDNLT,6,1,,100.00%,16.67%,2,120,4.95
25-10-2021 18:00,Greece,Greece-Vodafone-GRCPF,2,1,,100.00%,50.00%,2,120,4.36
25-10-2021 08:00,Oman,Oman-Nawras-OMNNT,1,1,,100.00%,100.00%,2,120,3.67
25-10-2021 14:00,Azerbaijan,Azerbaijan-Azercel-AZEAC,3,1,,100.00%,33.33%,2,119,4.99
25-10-2021 08:00,Netherlands,Netherlands-T-Mobile-NLDPN,6,3,,100.00%,50.00%,2,39,2.99
25-10-2021 09:00,Bosnia Herzegovina,Bosnia-Eronet-BIHER,5,2,,100.00%,40.00%,2,59,3.14
25-10-2021 17:00,Kuwait,Kuwait-Zain-KWTMT,2,1,,100.00%,50.00%,2,117,3.15
25-10-2021 13:00,Qatar,Qatar-Vodafone-QATB1,2,1,,50.00%,50.00%,2,115,3.02
25-10-2021 07:00,Nigeria,Nigeria-Etisalat-NGAEM,11,3,27.27%,100.00%,27.27%,2,38,6.32
25-10-2021 10:00,Italy,Italy-Vodafone-ITAOM,4,1,25.00%,100.00%,25.00%,2,115,4.22
25-10-2021 10:00,Tunisia,Tunisia-Tunisiana-TUNTA,3,1,,100.00%,33.33%,2,114,7.28
25-10-2021 20:00,Portugal,Portugal-TMN-PRTTM,3,2,,100.00%,66.67%,2,57,3.37
25-10-2021 17:00,Bosnia Herzegovina,Bosnia-Eronet-BIHER,7,1,,100.00%,14.29%,2,113,3.51
25-10-2021 01:00,Bahrain,Bahrain-Zain-BHRMV,12,2,,100.00%,16.67%,2,56,5.08
25-10-2021 08:00,Ethiopia,Ethiopia-Ethio-ETH01,12,1,,91.67%,8.33%,2,111,4.43
25-10-2021 12:00,Belgium,Belgium-Belgacom-BELTB,2,1,,100.00%,50.00%,2,111,4.26
25-10-2021 18:00,Netherlands,Netherlands-KPN-NLDPT,5,3,,100.00%,60.00%,2,36,3.24
25-10-2021 09:00,Turkey,Turkey-Avea-TURIS,14,3,,100.00%,21.43%,2,36,4.28
25-10-2021 17:00,Croatia,Croatia-T-Mobile-HRVCN,7,2,,85.71%,28.57%,2,53,9.9
25-10-2021 08:00,Sri Lanka,Sri Lanka-Mtn-LKADG,4,2,,100.00%,50.00%,2,53,6.53
25-10-2021 13:00,United Kingdom,UK-Telefonica-GBRCN,18,3,,100.00%,16.67%,2,36,3.07
25-10-2021 09:00,Cyprus,Cyprus-MTN-CYPSC,3,1,,100.00%,33.33%,2,106,4.37
25-10-2021 08:00,Nigeria,Nigeria-Etisalat-NGAEM,5,3,,100.00%,60.00%,2,35,6.65
25-10-2021 09:00,Austria,Austria-Mobilkom-AUTPT,3,1,,100.00%,33.33%,2,105,5.44
25-10-2021 06:00,Nigeria,Nigeria-Etisalat-NGAEM,2,1,,100.00%,50.00%,2,105,4.81
25-10-2021 12:00,Kuwait,Kuwait-Zain-KWTMT,1,1,,100.00%,100.00%,2,104,3.63
25-10-2021 13:00,Cyprus,Cyprus-MTN-CYPSC,2,1,,100.00%,50.00%,2,104,5.69
25-10-2021 11:00,Indonesia,Indonesia-Indosat-IDNIM,4,2,,100.00%,50.00%,2,51,3.4
25-10-2021 00:00,Switzerland,Switzerland-Tdc-CHEDX,5,2,,100.00%,40.00%,2,51,2.77
25-10-2021 15:00,Portugal,Portugal-TMN-PRTTM,4,2,,100.00%,50.00%,2,51,2.41
25-10-2021 10:00,USA/Canada,USA-T-Mobile-USAW6,12,2,,100.00%,16.67%,2,50,4.48
25-10-2021 03:00,Sudan,Sudan-Sudatel-SDNTL,3,1,50.00%,100.00%,33.33%,2,99,3.19
25-10-2021 07:00,USA/Canada,USA-T-Mobile-USAW6,4,3,,75.00%,75.00%,2,33,5.11
25-10-2021 11:00,Germany,Germany-Vodafone-DEUD2,13,4,,100.00%,30.77%,2,25,4.95
25-10-2021 00:00,France,France-Orange-FRAF1,9,2,,100.00%,22.22%,2,49,3.83
25-10-2021 01:00,Sri Lanka,Sri Lanka-Etisalat-LKACT,4,2,,100.00%,50.00%,2,49,2.49
25-10-2021 19:00,Spain,Spain-Vodafone-ESPAT,4,2,,100.00%,50.00%,2,49,2.98
25-10-2021 23:00,Portugal,Portugal-TMN-PRTTM,1,1,,100.00%,100.00%,2,97,1.77
25-10-2021 05:00,Jordan,Jordan-Orange-JORMC,26,4,3.85%,96.15%,15.38%,2,24,3.66
25-10-2021 10:00,Mauritius,Mauritius-Emtel-MUSEM,1,1,,100.00%,100.00%,2,97,4.35
25-10-2021 00:00,Spain,Spain-Vodafone-ESPAT,2,1,,100.00%,50.00%,2,97,3.88
25-10-2021 15:00,Lebanon,Lebanon-MIC1-Alfa-LBNFL,8,1,,12.50%,12.50%,2,97,0.43
25-10-2021 14:00,Croatia,Croatia-T-Mobile-HRVCN,3,1,,100.00%,33.33%,2,97,1.79
25-10-2021 17:00,Cyprus,Cyprus-MTN-CYPSC,3,1,,100.00%,33.33%,2,97,1.39
25-10-2021 16:00,Iraq,Iraq-Zain-IRQAT,4,2,,100.00%,50.00%,2,48,6.11
25-10-2021 09:00,United Kingdom,UK-Vodafone-GBRVF,15,1,,93.33%,6.67%,2,95,3.85
25-10-2021 15:00,Philippines,Philippines-Globe-PHLGT,10,1,,100.00%,10.00%,2,95,5.78
25-10-2021 20:00,Italy,Italy-Vodafone-ITAOM,5,3,40.00%,100.00%,60.00%,2,31,3.64
25-10-2021 00:00,Germany,Germany-Vodafone-DEUD2,6,1,,100.00%,16.67%,2,94,4.78
25-10-2021 14:00,Australia / Cocos-Keeling Islands,Australia-Optus-AUSOP,2,1,,100.00%,50.00%,2,94,6.9
25-10-2021 00:00,Oman,Oman-Omanmobile-OMNGT,8,3,12.50%,100.00%,37.50%,2,31,5.63
25-10-2021 18:00,China,China-Unicom-CHNCU,2,1,,100.00%,50.00%,2,93,9.97
25-10-2021 11:00,Maldive Is.,Maldives-Dhiraagu-MDV01,2,1,,100.00%,50.00%,2,93,2.85
25-10-2021 10:00,Kuwait,Kuwait-Zain-KWTMT,2,1,,100.00%,50.00%,2,93,4.02
25-10-2021 22:00,Philippines,Philippines-Globe-PHLGT,3,1,,100.00%,33.33%,2,92,4.35
25-10-2021 19:00,Niger,Niger-Moov-NERTL,2,1,,100.00%,50.00%,2,92,1.28
25-10-2021 17:00,Netherlands,Netherlands-KPN-NLDPT,3,1,,100.00%,33.33%,2,91,3.13
25-10-2021 22:00,Austria,Austria-Mobilkom-AUTPT,2,2,50.00%,100.00%,100.00%,2,45,4.4
25-10-2021 17:00,Switzerland,Switzerland-Tdc-CHEDX,4,1,,100.00%,25.00%,1,89,4.56
25-10-2021 04:00,Qatar,Qatar-Qtel-QATQT,3,2,,100.00%,66.67%,1,44,4.49
25-10-2021 18:00,United Kingdom,UK-H3G-GBRHU,8,2,,100.00%,25.00%,1,44,5.09
25-10-2021 13:00,Bosnia Herzegovina,Bosnia-Eronet-BIHER,12,2,,91.67%,16.67%,1,44,3.68
25-10-2021 18:00,USA/Canada,Canada-Bell-Mobility-CANBM,17,2,6.67%,100.00%,11.76%,1,44,4.26
25-10-2021 12:00,Chad,Chad-Mic-TCDML,2,1,100.00%,50.00%,50.00%,1,87,10.55
25-10-2021 14:00,Austria,Austria-Mobilkom-AUTPT,6,1,,100.00%,16.67%,1,86,5.62
25-10-2021 22:00,Ukraine,Ukraine-Kyivstar-UKRKS,1,1,,100.00%,100.00%,1,86,4.35
25-10-2021 06:00,Australia / Cocos-Keeling Islands,Australia-Telstra-AUSTA,1,1,,100.00%,100.00%,1,85,11.3
25-10-2021 15:00,Turkey,Turkey-Avea-TURIS,10,2,,100.00%,20.00%,1,43,4.39
25-10-2021 20:00,Ethiopia,Ethiopia-Ethio-ETH01,28,1,,100.00%,3.57%,1,85,8.21
25-10-2021 21:00,Sudan,Sudan-Zain-SUDMO,12,2,,91.67%,16.67%,1,42,4.31
25-10-2021 06:00,Philippines,Philippines-Globe-PHLGT,3,1,,100.00%,33.33%,1,84,5.83
25-10-2021 23:00,Syria,Syria-Mtn-SYRSP,4,2,,100.00%,50.00%,1,42,5.03
25-10-2021 20:00,Ukraine,Ukraine-Kyivstar-UKRKS,7,2,,100.00%,28.57%,1,41,3.41
25-10-2021 08:00,USA/Canada,USA-T-Mobile-USAW6,5,1,,100.00%,20.00%,1,81,5.09
25-10-2021 16:00,France,France-SFR-FRAF2,6,2,,100.00%,33.33%,1,40,3.45
25-10-2021 09:00,USA/Canada,USA-T-Mobile-USAW6,5,2,,100.00%,40.00%,1,40,5.03
25-10-2021 07:00,Philippines,Philippines-Smart-PHLSR,32,4,,59.38%,12.50%,1,20,2.47
25-10-2021 16:00,Maldive Is.,Maldives-Dhiraagu-MDV01,4,1,,75.00%,25.00%,1,79,0.79
25-10-2021 15:00,Azerbaijan,Azerbaijan-Azercel-AZEAC,3,2,,100.00%,66.67%,1,39,4.46
25-10-2021 08:00,Hungary,Hungary-T-Mobile-HUNH2,1,1,,100.00%,100.00%,1,78,3.19
25-10-2021 13:00,Mauritius,Mauritius-Emtel-MUSEM,1,1,,100.00%,100.00%,1,78,3.96
25-10-2021 10:00,China,China-ChinaTelecom-CHNCT,11,3,,81.82%,27.27%,1,26,4.5
25-10-2021 09:00,Spain,Spain-Orange-ESPRT,18,3,,100.00%,16.67%,1,26,3.98
25-10-2021 11:00,Iraq,Iraq-Zain-IRQAT,6,2,,100.00%,33.33%,1,38,4.98
25-10-2021 20:00,Pakistan,Pakistan-Waridtel-PAKWA,2,1,,100.00%,50.00%,1,76,7.94
25-10-2021 13:00,Tunisia,Tunisia-Tunisiana-TUNTA,15,3,,100.00%,20.00%,1,25,4.09
25-10-2021 03:00,Iraq,Iraq-Zain-IRQAT,2,2,,100.00%,100.00%,1,38,5.89
25-10-2021 20:00,Syria,Syria-Mtn-SYRSP,14,1,,100.00%,7.14%,1,76,5.93
25-10-2021 20:00,Ireland,Ireland-Meteor-IRLME,7,1,,100.00%,14.29%,1,76,4.14
25-10-2021 13:00,South Africa,South Africa-MTN-ZAFMN,1,1,,100.00%,100.00%,1,75,6.4
25-10-2021 12:00,Indonesia,Indonesia-Indosat-IDNIM,3,1,,100.00%,33.33%,1,74,4.39
25-10-2021 12:00,Maldive Is.,Maldives-Wataniya-MDVWM,4,2,,100.00%,50.00%,1,37,2.75
25-10-2021 17:00,Italy,Italy-TIM-Ship-ITAGT,3,1,,100.00%,33.33%,1,74,4.92
25-10-2021 20:00,Iraq,Iraq-Zain-IRQAT,15,3,,100.00%,20.00%,1,25,5.11
25-10-2021 00:00,USA/Canada,USA-T-Mobile-USAW6,10,4,,100.00%,40.00%,1,18,5.61
25-10-2021 16:00,Syria,Syria-Mtn-SYRSP,15,2,,100.00%,13.33%,1,37,5.03
25-10-2021 13:00,Indonesia,Indonesia-Telkomsel-IDNTS,16,1,,87.50%,6.25%,1,73,3.82
25-10-2021 23:00,Poland,Poland-Era-T-Mobile-POL02,1,1,100.00%,100.00%,100.00%,1,72,5.04
25-10-2021 17:00,Netherlands,Netherlands-Vodafone-NLDLT,1,1,100.00%,100.00%,100.00%,1,72,6.82
25-10-2021 01:00,Korea (South),Korea-SK-KORSK,2,2,,100.00%,100.00%,1,36,4.76
25-10-2021 12:00,Albania,Albania-Eagle-ALBEM,6,2,,83.33%,33.33%,1,36,2.09
25-10-2021 08:00,France,France-Orange-FRAF1,12,1,,100.00%,8.33%,1,71,2.55
25-10-2021 13:00,Indonesia,Indonesia-Indosat-IDNIM,2,1,,100.00%,50.00%,1,70,3.77
25-10-2021 03:00,Bahrain,Bahrain-Zain-BHRMV,4,1,,100.00%,25.00%,1,70,6.1
25-10-2021 10:00,Australia / Cocos-Keeling Islands,Australia-Vodafone-AUSVF,3,1,,100.00%,33.33%,1,69,6.85
25-10-2021 06:00,Switzerland,Switzerland-Tdc-CHEDX,1,1,100.00%,100.00%,100.00%,1,69,3.81
25-10-2021 23:00,Greece,Greece-Cosmote-GRCCO,3,1,33.33%,100.00%,33.33%,1,68,3.74
25-10-2021 01:00,UAE,UAE-Du-AREDU,5,1,20.00%,100.00%,20.00%,1,68,1.79
25-10-2021 04:00,Switzerland,Switzerland-Swisscom-CHEC1,1,1,100.00%,100.00%,100.00%,1,68,4.63
25-10-2021 03:00,Bosnia Herzegovina,Bosnia-Eronet-BIHER,1,1,100.00%,100.00%,100.00%,1,68,3.96
25-10-2021 01:00,Georgia,Georgia-Magticom-GEOMA,1,1,100.00%,100.00%,100.00%,1,68,6.9
25-10-2021 04:00,Kazakhstan,Kazakhstan-Kcell-KAZKZ,1,1,100.00%,100.00%,100.00%,1,68,5.69
25-10-2021 01:00,Netherlands,Netherlands-T-Mobile-NLDPN,1,1,100.00%,100.00%,100.00%,1,68,2.54
25-10-2021 00:00,Slovakia,Slovakia-Tmobile-SVKET,1,1,100.00%,100.00%,100.00%,1,68,5.95
25-10-2021 05:00,Thailand,Thailand-AWN-THAWN,1,1,100.00%,100.00%,100.00%,1,68,5.81
25-10-2021 11:00,Taiwan,Taiwan-Chunghwa-TWNLD,1,1,,100.00%,100.00%,1,68,4.51
25-10-2021 03:00,Austria,Austria-Orange-AUTCA,1,1,100.00%,100.00%,100.00%,1,68,5
25-10-2021 23:00,Thailand,Thailand-dtacTriNet-THADT,2,1,100.00%,50.00%,50.00%,1,68,4.14
25-10-2021 00:00,Bosnia Herzegovina,Bosnia-Eronet-BIHER,1,1,100.00%,100.00%,100.00%,1,68,3.8
25-10-2021 23:00,Austria,Austria-Tmobile-AUTMM,1,1,100.00%,100.00%,100.00%,1,68,6.14
25-10-2021 00:00,Austria,Austria-Orange-AUTCA,1,1,100.00%,100.00%,100.00%,1,68,5.05
25-10-2021 17:00,Austria,Austria-Tmobile-AUTMM,4,1,25.00%,100.00%,25.00%,1,68,5.06
25-10-2021 04:00,Spain,Spain-Orange-ESPRT,1,1,100.00%,100.00%,100.00%,1,68,3.75
25-10-2021 01:00,USA/Canada,Canada-Bell-Mobility-CANBM,1,1,100.00%,100.00%,100.00%,1,68,4.58
25-10-2021 08:00,China,China-Unicom-CHNCU,1,1,100.00%,100.00%,100.00%,1,68,10.31
25-10-2021 04:00,Belgium,Belgium-Mobistar-BELMO,1,1,100.00%,100.00%,100.00%,1,67,3.22
25-10-2021 05:00,Brazil,Brazil-Vivo-Telemig-BRATC,1,1,100.00%,100.00%,100.00%,1,67,11.65
25-10-2021 04:00,France,France-Orange-FRAF1,1,1,100.00%,100.00%,100.00%,1,67,1.97
25-10-2021 03:00,Switzerland,Switzerland-Tdc-CHEDX,1,1,100.00%,100.00%,100.00%,1,67,3.9
25-10-2021 07:00,Switzerland,Switzerland-Swisscom-CHEC1,2,1,50.00%,100.00%,50.00%,1,67,4.91
25-10-2021 03:00,Maldive Is.,Maldives-Wataniya-MDVWM,1,1,100.00%,100.00%,100.00%,1,67,4.22
25-10-2021 00:00,Georgia,Georgia-Magticom-GEOMA,3,1,100.00%,100.00%,33.33%,1,67,2.11
25-10-2021 03:00,Azerbaijan,Azerbaijan-Azercel-AZEAC,1,1,100.00%,100.00%,100.00%,1,67,4.55
25-10-2021 15:00,Brazil,Brazil-Vivo-BRAV1,1,1,,100.00%,100.00%,1,67,13.18
25-10-2021 05:00,United Kingdom,UK-Telefonica-GBRCN,1,1,100.00%,100.00%,100.00%,1,67,3.12
25-10-2021 02:00,Brazil,Brazil-Vivo-Telemig-BRATC,1,1,100.00%,100.00%,100.00%,1,67,1.83
25-10-2021 08:00,United Kingdom,UK-H3G-GBRHU,9,1,,100.00%,11.11%,1,67,5.55
25-10-2021 03:00,Cameroon,Cameroon-MTN-CMRMT,3,1,100.00%,33.33%,33.33%,1,67,2.11
25-10-2021 00:00,Philippines,Philippines-Smart-PHLSR,11,1,25.00%,36.36%,9.09%,1,67,1.19
25-10-2021 15:00,Korea (South),Korea-SK-KORSK,1,1,,100.00%,100.00%,1,67,1.15
25-10-2021 02:00,Kuwait,Kuwait-Zain-KWTMT,1,1,,100.00%,100.00%,1,65,4.1
25-10-2021 15:00,Iraq,Iraq-Zain-IRQAT,8,2,,100.00%,25.00%,1,32,3.87
25-10-2021 06:00,UAE,UAE-Du-AREDU,10,2,,100.00%,20.00%,1,32,2.59
25-10-2021 15:00,Ireland,Ireland-Meteor-IRLME,3,1,,100.00%,33.33%,1,64,5.21
25-10-2021 09:00,Greece,Greece-Cosmote-GRCCO,3,2,,100.00%,66.67%,1,32,4.6
25-10-2021 02:00,France,France-SFR-FRAF2,4,2,,100.00%,50.00%,1,32,4.04
25-10-2021 06:00,United Kingdom,UK-T-Mobile-GBRME,11,1,,27.27%,9.09%,1,63,1.09
25-10-2021 18:00,Sweden,Sweden-Tele2-SWEIQ,3,1,,100.00%,33.33%,1,63,6.55
25-10-2021 06:00,Oman,Oman-Omanmobile-OMNGT,1,1,,100.00%,100.00%,1,62,3.92
25-10-2021 18:00,Philippines,Philippines-Smart-PHLSR,20,2,6.67%,90.00%,10.00%,1,31,3.41
25-10-2021 00:00,Germany,Germany-T-Mobile-DEUD1,4,2,,100.00%,50.00%,1,31,6.82
25-10-2021 10:00,Bosnia Herzegovina,Bosnia-Eronet-BIHER,6,2,,100.00%,33.33%,1,31,3.07
25-10-2021 16:00,Ethiopia,Ethiopia-Ethio-ETH01,4,1,,100.00%,25.00%,1,61,4.99
25-10-2021 03:00,Bahrain,Bahrain-Batelco-BHRBT,21,2,,100.00%,9.52%,1,30,6.77
25-10-2021 23:00,Guinea,Guinea-Areeba-GINAG,1,1,,100.00%,100.00%,1,60,4.61
25-10-2021 02:00,Nepal,Nepal-Ntc-NPLNM,1,1,,100.00%,100.00%,1,60,5.73
25-10-2021 04:00,Kuwait,Kuwait-Viva-KWTKT,2,1,,100.00%,50.00%,1,60,4.6
25-10-2021 23:00,Philippines,Philippines-Smart-PHLSR,15,2,,46.67%,13.33%,1,30,2.11
25-10-2021 17:00,Turkey,Turkey-Avea-TURIS,13,3,,92.31%,23.08%,1,20,3.77
25-10-2021 23:00,United Kingdom,UK-Telefonica-GBRCN,6,4,,66.67%,66.67%,1,15,3.44
25-10-2021 02:00,Morocco,Morocco-Orange-MARMT,7,2,,100.00%,28.57%,1,30,3.7
25-10-2021 16:00,Germany,Germany-Vodafone-DEUD2,15,2,,93.33%,13.33%,1,30,5.6
25-10-2021 14:00,Nepal,Nepal-Ntc-NPLNM,6,2,,100.00%,33.33%,1,29,5.67
25-10-2021 19:00,Tunisia,Tunisia-Tunisiana-TUNTA,6,1,,83.33%,16.67%,1,59,4.42
25-10-2021 08:00,Switzerland,Switzerland-Swisscom-CHEC1,2,1,,100.00%,50.00%,1,58,4.62
25-10-2021 20:00,Mauritania,Mauritania-Chinguitel-MRTCH,4,1,,100.00%,25.00%,1,58,4.94
25-10-2021 03:00,Qatar,Qatar-Qtel-QATQT,1,1,,100.00%,100.00%,1,57,4.1
25-10-2021 08:00,Korea (South),Korea-SK-KORSK,4,1,,100.00%,25.00%,1,57,2.61
25-10-2021 07:00,Ethiopia,Ethiopia-Ethio-ETH01,3,2,,100.00%,66.67%,1,28,3.87
25-10-2021 06:00,Kuwait,Kuwait-Wataniya-KWTNM,1,1,,100.00%,100.00%,1,56,3.59
25-10-2021 16:00,Mauritius,Mauritius-Emtel-MUSEM,1,1,,100.00%,100.00%,1,55,4.35
25-10-2021 02:00,UAE,UAE-Du-AREDU,4,1,,100.00%,25.00%,1,55,2.22
25-10-2021 03:00,India,India-Tata,12,3,10.00%,100.00%,25.00%,1,18,4.45
25-10-2021 17:00,Portugal,Portugal-TMN-PRTTM,7,2,,100.00%,28.57%,1,27,3.64
25-10-2021 08:00,Germany,Germany-T-Mobile-DEUD1,7,1,,100.00%,14.29%,1,54,5.9
25-10-2021 13:00,Philippines,Philippines-Globe-PHLGT,9,2,,88.89%,22.22%,1,27,5.51
25-10-2021 09:00,Tunisia,Tunisia-Tunisietele-TUNTT,3,1,,100.00%,33.33%,1,54,5.71
25-10-2021 12:00,Ukraine,Ukraine-Kyivstar-UKRKS,2,1,,100.00%,50.00%,1,54,3.71
25-10-2021 06:00,Azerbaijan,Azerbaijan-Azercel-AZEAC,1,1,,100.00%,100.00%,1,53,5.2
25-10-2021 14:00,Italy,Italy-TIM-Ship-ITAGT,4,1,,100.00%,25.00%,1,53,4.44
25-10-2021 00:00,Azerbaijan,Azerbaijan-Azercel-AZEAC,2,1,,100.00%,50.00%,1,53,2.43
25-10-2021 21:00,Sweden,Sweden-Tele2-SWEIQ,2,2,,100.00%,100.00%,1,26,4.72
25-10-2021 16:00,Cyprus,Cyprus-MTN-CYPSC,1,1,,100.00%,100.00%,1,52,4.02
25-10-2021 17:00,Uganda,UGANDA - MOBILE MTN,3,1,,100.00%,33.33%,1,52,4
25-10-2021 03:00,United Kingdom,UK-Vodafone-GBRVF,10,1,,40.00%,10.00%,1,52,0.83
25-10-2021 17:00,Oman,Oman-Nawras-OMNNT,3,1,,100.00%,33.33%,1,52,3.82
25-10-2021 08:00,Australia / Cocos-Keeling Islands,Australia-Optus-AUSOP,1,1,,100.00%,100.00%,1,52,10.15
25-10-2021 19:00,Cyprus,Cyprus-MTN-CYPSC,5,1,,100.00%,20.00%,1,52,2.69
25-10-2021 12:00,Croatia,Croatia-T-Mobile-HRVCN,4,1,,100.00%,25.00%,1,51,1.15
25-10-2021 22:00,Turkey,Turkey-Avea-TURIS,12,1,,100.00%,8.33%,1,51,3.65
25-10-2021 18:00,Philippines,Philippines-Globe-PHLGT,8,1,,100.00%,12.50%,1,51,4.86
25-10-2021 15:00,Tunisia,Tunisia-Tunisiana-TUNTA,10,1,,100.00%,10.00%,1,51,3.93
25-10-2021 12:00,Taiwan,Taiwan-Chunghwa-TWNLD,1,1,,100.00%,100.00%,1,50,4.57
25-10-2021 04:00,Ireland,Ireland-Meteor-IRLME,2,1,,100.00%,50.00%,1,50,5.3
